
Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Procente, Valoare
Total, Prahova, Anul 2000, Procente, 56.7
Total, Prahova, Anul 2001, Procente, 56.2
Total, Prahova, Anul 2002, Procente, 56
Total, Prahova, Anul 2003, Procente, 55.7
Total, Prahova, Anul 2004, Procente, 54
Total, Prahova, Anul 2005, Procente, 54.5
Total, Prahova, Anul 2006, Procente, 55.3
Total, Prahova, Anul 2007, Procente, 57.5
Total, Prahova, Anul 2008, Procente, 57.5
Total, Prahova, Anul 2009, Procente, 55
Total, Prahova, Anul 2010, Procente, 53.8
Total, Prahova, Anul 2011, Procente, 53.5
Total, Prahova, Anul 2012, Procente, 54.7
Total, Prahova, Anul 2013, Procente, 55.3
Total, Prahova, Anul 2014, Procente, 60.8
Total, Prahova, Anul 2015, Procente, 61.3
Total, Prahova, Anul 2016, Procente, 61.3
Total, Prahova, Anul 2017, Procente, 62.3
Total, Teleorman, Anul 1990, Procente, 81.1
Total, Teleorman, Anul 1991, Procente, 78.8
Total, Teleorman, Anul 1992, Procente, 78.6
Total, Teleorman, Anul 1993, Procente, 75.6
Total, Teleorman, Anul 1994, Procente, 79.9
Total, Teleorman, Anul 1995, Procente, 76.4
Total, Teleorman, Anul 1996, Procente, 74.9
Total, Teleorman, Anul 1997, Procente, 72.5
Total, Teleorman, Anul 1998, Procente, 73.1
Total, Teleorman, Anul 1999, Procente, 75.1
Total, Teleorman, Anul 2000, Procente, 76.1
Total, Teleorman, Anul 2001, Procente, 73.1
Total, Teleorman, Anul 2002, Procente, 70.1
Total, Teleorman, Anul 2003, Procente, 67.3
Total, Teleorman, Anul 2004, Procente, 63.3
Total, Teleorman, Anul 2005, Procente, 63.8
Total, Teleorman, Anul 2006, Procente, 63.9
Total, Teleorman, Anul 2007, Procente, 65.2
Total, Teleorman, Anul 2008, Procente, 64.2
Total, Teleorman, Anul 2009, Procente, 63.1
Total, Teleorman, Anul 2010, Procente, 62.6
Total, Teleorman, Anul 2011, Procente, 63.2
Total, Teleorman, Anul 2012, Procente, 66.4
Total, Teleorman, Anul 2013, Procente, 65.7
Total, Teleorman, Anul 2014, Procente, 71.7
Total, Teleorman, Anul 2015, Procente, 68.3
Total, Teleorman, Anul 2016, Procente, 64.3
Total, Teleorman, Anul 2017, Procente, 66.4
Total, Regiunea BUCURESTI - ILFOV, Anul 1990, Procente, 81.6
Total, Regiunea BUCURESTI - ILFOV, Anul 1991, Procente, 84
Total, Regiunea BUCURESTI - ILFOV, Anul 1992, Procente, 83.9
Total, Regiunea BUCURESTI - ILFOV, Anul 1993, Procente, 78.2
Total, Regiunea BUCURESTI - ILFOV, Anul 1994, Procente, 77.7
Total, Regiunea BUCURESTI - ILFOV, Anul 1995, Procente, 69.2
Total, Regiunea BUCURESTI - ILFOV, Anul 1996, Procente, 64.8
Total, Regiunea BUCURESTI - ILFOV, Anul 1997, Procente, 61.1
Total, Regiunea BUCURESTI - ILFOV, Anul 1998, Procente, 62.2
Total, Regiunea BUCURESTI - ILFOV, Anul 1999, Procente, 50.7
Total, Regiunea BUCURESTI - ILFOV, Anul 2000, Procente, 59
Total, Regiunea BUCURESTI - ILFOV, Anul 2001, Procente, 59.1
Total, Regiunea BUCURESTI - ILFOV, Anul 2002, Procente, 64.2
Total, Regiunea BUCURESTI - ILFOV, Anul 2003, Procente, 65.6
Total, Regiunea BUCURESTI - ILFOV, Anul 2004, Procente, 66.6
Total, Regiunea BUCURESTI - ILFOV, Anul 2005, Procente, 71.3
Total, Regiunea BUCURESTI - ILFOV, Anul 2006, Procente, 75.3
Total, Regiunea BUCURESTI - ILFOV, Anul 2007, Procente, 80.4
Total, Regiunea BUCURESTI - ILFOV, Anul 2008, Procente, 84.8
Total, Regiunea BUCURESTI - ILFOV, Anul 2009, Procente, 80.1
Total, Regiunea BUCURESTI - ILFOV, Anul 2010, Procente, 78.5
Total, Regiunea BUCURESTI - ILFOV, Anul 2011, Procente, 79.5
Total, Regiunea BUCURESTI - ILFOV, Anul 2012, Procente, 80.3
Total, Regiunea BUCURESTI - ILFOV, Anul 2013, Procente, 82.1
Total, Regiunea BUCURESTI - ILFOV, Anul 2014, Procente, 71.2
Total, Regiunea BUCURESTI - ILFOV, Anul 2015, Procente, 83.1
Total, Regiunea BUCURESTI - ILFOV, Anul 2016, Procente, 88
Total, Regiunea BUCURESTI - ILFOV, Anul 2017, Procente, 88.6
Total, Ilfov, Anul 1996, Procente, 68.3
Total, Ilfov, Anul 1997, Procente, 64
Total, Ilfov, Anul 1998, Procente, 60.1
Total, Ilfov, Anul 1999, Procente, 60.5
Total, Ilfov, Anul 2000, Procente, 65
Total, Ilfov, Anul 2001, Procente, 66.6
Total, Ilfov, Anul 2002, Procente, 66.9
Total, Ilfov, Anul 2003, Procente, 63.2
Total, Ilfov, Anul 2004, Procente, 63.7
Total, Ilfov, Anul 2005, Procente, 69.8
Total, Ilfov, Anul 2006, Procente, 72.7
Total, Ilfov, Anul 2007, Procente, 76
Total, Ilfov, Anul 2008, Procente, 77.9
Total, Ilfov, Anul 2009, Procente, 73.5
Total, Ilfov, Anul 2010, Procente, 70
Total, Ilfov, Anul 2011, Procente, 69.9
Total, Ilfov, Anul 2012, Procente, 69.4
Total, Ilfov, Anul 2013, Procente, 66
Total, Ilfov, Anul 2014, Procente, 58.9
Total, Ilfov, Anul 2015, Procente, 58.4
Total, Ilfov, Anul 2016, Procente, 58.8
Total, Ilfov, Anul 2017, Procente, 59.2
Total, Municipiul Bucuresti, Anul 1996, Procente, 64.4
Total, Municipiul Bucuresti, Anul 1997, Procente, 60.7
Total, Municipiul Bucuresti, Anul 1998, Procente, 62.5
Total, Municipiul Bucuresti, Anul 1999, Procente, 49.4
Total, Municipiul Bucuresti, Anul 2000, Procente, 58.3
Total, Municipiul Bucuresti, Anul 2001, Procente, 58.1
Total, Municipiul Bucuresti, Anul 2002, Procente, 63.9
Total, Municipiul Bucuresti, Anul 2003, Procente, 65.9
Total, Municipiul Bucuresti, Anul 2004, Procente, 67
Total, Municipiul Bucuresti, Anul 2005, Procente, 71.6
Total, Municipiul Bucuresti, Anul 2006, Procente, 75.7
Total, Municipiul Bucuresti, Anul 2007, Procente, 81.1
Total, Municipiul Bucuresti, Anul 2008, Procente, 85.9
Total, Municipiul Bucuresti, Anul 2009, Procente, 81.1
Total, Municipiul Bucuresti, Anul 2010, Procente, 80
Total, Municipiul Bucuresti, Anul 2011, Procente, 81.1
Total, Municipiul Bucuresti, Anul 2012, Procente, 82.3
Total, Municipiul Bucuresti, Anul 2013, Procente, 85.3
Total, Municipiul Bucuresti, Anul 2014, Procente, 86.5
Total, Municipiul Bucuresti, Anul 2015, Procente, 89.1
Total, Municipiul Bucuresti, Anul 2016, Procente, 95.5
Total, Municipiul Bucuresti, Anul 2017, Procente, 96.3
Total, Mun. Bucuresti -incl. SAI, Anul 1990, Procente, 81.6
Total, Mun. Bucuresti -incl. SAI, Anul 1991, Procente, 84
Total, Mun. Bucuresti -incl. SAI, Anul 1992, Procente, 83.9
Total, Mun. Bucuresti -incl. SAI, Anul 1993, Procente, 78.2
Total, Mun. Bucuresti -incl. SAI, Anul 1994, Procente, 77.7
Total, Mun. Bucuresti -incl. SAI, Anul 1995, Procente, 69.2
Total, MACROREGIUNEA PATRU, Anul 1990, Procente, 83.2
Total, MACROREGIUNEA PATRU, Anul 1991, Procente, 81.9
Total, MACROREGIUNEA PATRU, Anul 1992, Procente, 79.4
Total, MACROREGIUNEA PATRU, Anul 1993, Procente, 76.7
Total, MACROREGIUNEA PATRU, Anul 1994, Procente, 78.5
Total, MACROREGIUNEA PATRU, Anul 1995, Procente, 75.1
Total, MACROREGIUNEA PATRU, Anul 1996, Procente, 72.5
Total, MACROREGIUNEA PATRU, Anul 1997, Procente, 71.2
Total, MACROREGIUNEA PATRU, Anul 1998, Procente, 68.1
Total, MACROREGIUNEA PATRU, Anul 1999, Procente, 66.1
Total, MACROREGIUNEA PATRU, Anul 2000, Procente, 67.8
Total, MACROREGIUNEA PATRU, Anul 2001, Procente, 65.8
Total, MACROREGIUNEA PATRU, Anul 2002, Procente, 65.1
Total, MACROREGIUNEA PATRU, Anul 2003, Procente, 64
Total, MACROREGIUNEA PATRU, Anul 2004, Procente, 62.8
Total, MACROREGIUNEA PATRU, Anul 2005, Procente, 63.3
Total, MACROREGIUNEA PATRU, Anul 2006, Procente, 63.5
Total, MACROREGIUNEA PATRU, Anul 2007, Procente, 65.5
Total, MACROREGIUNEA PATRU, Anul 2008, Procente, 65
Total, MACROREGIUNEA PATRU, Anul 2009, Procente, 61.7
Total, MACROREGIUNEA PATRU, Anul 2010, Procente, 60.6
Total, MACROREGIUNEA PATRU, Anul 2011, Procente, 60.5
Total, MACROREGIUNEA PATRU, Anul 2012, Procente, 62.2
Total, MACROREGIUNEA PATRU, Anul 2013, Procente, 61.9
Total, MACROREGIUNEA PATRU, Anul 2014, Procente, 67.7
Total, MACROREGIUNEA PATRU, Anul 2015, Procente, 67.5
Total, MACROREGIUNEA PATRU, Anul 2016, Procente, 65.8
Total, MACROREGIUNEA PATRU, Anul 2017, Procente, 66.6
Total, Regiunea SUD-VEST OLTENIA, Anul 1990, Procente, 84.3
Total, Regiunea SUD-VEST OLTENIA, Anul 1991, Procente, 83
Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Procente, 80.3
Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Procente, 76.5
Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Procente, 78.3
Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Procente, 74.3
Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Procente, 71.7
Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Procente, 71.3
Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Procente, 68.7
Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Procente, 68.5
Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Procente, 68.5
Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Procente, 66.6
Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Procente, 62.9
Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Procente, 61.9
Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Procente, 59.9
Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Procente, 60.3
Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Procente, 60.3
Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Procente, 62.2
Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Procente, 61.9
Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Procente, 59.1
Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Procente, 58
Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Procente, 57.5
Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Procente, 59
Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Procente, 58.1
Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Procente, 63
Total, Regiunea SUD-VEST OLTENIA, Anul 2015, Procente, 63.3
Total, Regiunea SUD-VEST OLTENIA, Anul 2016, Procente, 60.9
Total, Regiunea SUD-VEST OLTENIA, Anul 2017, Procente, 62.3
Total, Dolj, Anul 1990, Procente, 82
Total, Dolj, Anul 1991, Procente, 82.6
Total, Dolj, Anul 1992, Procente, 79.3
Total, Dolj, Anul 1993, Procente, 75.2
Total, Dolj, Anul 1994, Procente, 74.5
Total, Dolj, Anul 1995, Procente, 70
Total, Dolj, Anul 1996, Procente, 68.3
Total, Dolj, Anul 1997, Procente, 70.2
Total, Dolj, Anul 1998, Procente, 66.9
Total, Dolj, Anul 1999, Procente, 69.6
Total, Dolj, Anul 2000, Procente, 69.1
Total, Dolj, Anul 2001, Procente, 67.1
Total, Dolj, Anul 2002, Procente, 63.2
Total, Dolj, Anul 2003, Procente, 62.3
Total, Dolj, Anul 2004, Procente, 60.6
Total, Dolj, Anul 2005, Procente, 61.3
Total, Dolj, Anul 2006, Procente, 61.8
Total, Dolj, Anul 2007, Procente, 63.7
Total, Dolj, Anul 2008, Procente, 63.9
Total, Dolj, Anul 2009, Procente, 60.5
Total, Dolj, Anul 2010, Procente, 60
Total, Dolj, Anul 2011, Procente, 58.1
Total, Dolj, Anul 2012, Procente, 59.2
Total, Dolj, Anul 2013, Procente, 58.7
Total, Dolj, Anul 2014, Procente, 62.6
Total, Dolj, Anul 2015, Procente, 61.2
Total, Dolj, Anul 2016, Procente, 58.5
Total, Dolj, Anul 2017, Procente, 59.7
Total, Gorj, Anul 1990, Procente, 90.6
Total, Gorj, Anul 1991, Procente, 88.9
Total, Gorj, Anul 1992, Procente, 88
Total, Gorj, Anul 1993, Procente, 84.6
Total, Gorj, Anul 1994, Procente, 87.6
Total, Gorj, Anul 1995, Procente, 85.8
Total, Gorj, Anul 1996, Procente, 80.6
Total, Gorj, Anul 1997, Procente, 72.7
Total, Gorj, Anul 1998, Procente, 66.3
Total, Gorj, Anul 1999, Procente, 65.1
Total, Gorj, Anul 2000, Procente, 66
Total, Gorj, Anul 2001, Procente, 64.6
Total, Gorj, Anul 2002, Procente, 60.9
Total, Gorj, Anul 2003, Procente, 59.6
Total, Gorj, Anul 2004, Procente, 57.8
Total, Gorj, Anul 2005, Procente, 55.2
Total, Gorj, Anul 2006, Procente, 54.6
Total, Gorj, Anul 2007, Procente, 56.2
Total, Gorj, Anul 2008, Procente, 56.3
Total, Gorj, Anul 2009, Procente, 54.9
Total, Gorj, Anul 2010, Procente, 52.3
Total, Gorj, Anul 2011, Procente, 52.6
Total, Gorj, Anul 2012, Procente, 53.5
Total, Gorj, Anul 2013, Procente, 53.4
Total, Gorj, Anul 2014, Procente, 61.3
Total, Gorj, Anul 2015, Procente, 60.1
Total, Gorj, Anul 2016, Procente, 59.5
Total, Gorj, Anul 2017, Procente, 60.9
Total, Mehedinti, Anul 1990, Procente, 78.7
Total, Mehedinti, Anul 1991, Procente, 75
Total, Mehedinti, Anul 1992, Procente, 72.9
Total, Mehedinti, Anul 1993, Procente, 70.6
Total, Mehedinti, Anul 1994, Procente, 80.6
Total, Mehedinti, Anul 1995, Procente, 71.6
Total, Mehedinti, Anul 1996, Procente, 68.9
Total, Mehedinti, Anul 1997, Procente, 69.4
Total, Mehedinti, Anul 1998, Procente, 68.3
Total, Mehedinti, Anul 1999, Procente, 68.7
Total, Mehedinti, Anul 2000, Procente, 66.5
Total, Mehedinti, Anul 2001, Procente, 66.6
Total, Mehedinti, Anul 2002, Procente, 61.4
Total, Mehedinti, Anul 2003, Procente, 60.6
Total, Mehedinti, Anul 2004, Procente, 57.4
Total, Mehedinti, Anul 2005, Procente, 58.2
Total, Mehedinti, Anul 2006, Procente, 58.5
Total, Mehedinti, Anul 2007, Procente, 59.9
Total, Mehedinti, Anul 2008, Procente, 59.7
Total, Mehedinti, Anul 2009, Procente, 56.8
Total, Mehedinti, Anul 2010, Procente, 55.2
Total, Mehedinti, Anul 2011, Procente, 56
Total, Mehedinti, Anul 2012, Procente, 57.9
Total, Mehedinti, Anul 2013, Procente, 56.4
Total, Mehedinti, Anul 2014, Procente, 64.5
Total, Mehedinti, Anul 2015, Procente, 63
Total, Mehedinti, Anul 2016, Procente, 59.6
Total, Mehedinti, Anul 2017, Procente, 61.3
Total, Olt, Anul 1990, Procente, 84.3
Total, Olt, Anul 1991, Procente, 82.1
Total, Olt, Anul 1992, Procente, 78.3
Total, Olt, Anul 1993, Procente, 75.6
Total, Olt, Anul 1994, Procente, 73.7
Total, Olt, Anul 1995, Procente, 70.2
Total, Olt, Anul 1996, Procente, 68.5
Total, Olt, Anul 1997, Procente, 67.4
Total, Olt, Anul 1998, Procente, 66.1
Total, Olt, Anul 1999, Procente, 64.3
Total, Olt, Anul 2000, Procente, 65.7
Total, Olt, Anul 2001, Procente, 64.3
Total, Olt, Anul 2002, Procente, 59.4
Total, Olt, Anul 2003, Procente, 58.5
Total, Olt, Anul 2004, Procente, 56.7
Total, Olt, Anul 2005, Procente, 58.1
Total, Olt, Anul 2006, Procente, 57.6
Total, Olt, Anul 2007, Procente, 59.5
Total, Olt, Anul 2008, Procente, 58.3
Total, Olt, Anul 2009, Procente, 55.1
Total, Olt, Anul 2010, Procente, 54.7
Total, Olt, Anul 2011, Procente, 54.8
Total, Olt, Anul 2012, Procente, 56.8
Total, Olt, Anul 2013, Procente, 55.9
Total, Olt, Anul 2014, Procente, 62
Total, Olt, Anul 2015, Procente, 60.7
Total, Olt, Anul 2016, Procente, 57.7
Total, Olt, Anul 2017, Procente, 59.9
Total, Valcea, Anul 1990, Procente, 87
Total, Valcea, Anul 1991, Procente, 85.4
Total, Valcea, Anul 1992, Procente, 83
Total, Valcea, Anul 1993, Procente, 76.4
Total, Valcea, Anul 1994, Procente, 79.9
Total, Valcea, Anul 1995, Procente, 77.7
Total, Valcea, Anul 1996, Procente, 75.7
Total, Valcea, Anul 1997, Procente, 78.7
Total, Valcea, Anul 1998, Procente, 77.6
Total, Valcea, Anul 1999, Procente, 74.9
Total, Valcea, Anul 2000, Procente, 74.9
Total, Valcea, Anul 2001, Procente, 70.6
Total, Valcea, Anul 2002, Procente, 69.7
Total, Valcea, Anul 2003, Procente, 69
Total, Valcea, Anul 2004, Procente, 66.8
Total, Valcea, Anul 2005, Procente, 67.8
Total, Valcea, Anul 2006, Procente, 68.1
Total, Valcea, Anul 2007, Procente, 70.5
Total, Valcea, Anul 2008, Procente, 69.6
Total, Valcea, Anul 2009, Procente, 67.2
Total, Valcea, Anul 2010, Procente, 65.9
Total, Valcea, Anul 2011, Procente, 65.7
Total, Valcea, Anul 2012, Procente, 67.4
Total, Valcea, Anul 2013, Procente, 65.6
Total, Valcea, Anul 2014, Procente, 74.5
Total, Valcea, Anul 2015, Procente, 73.9
Total, Valcea, Anul 2016, Procente, 71.6
Total, Valcea, Anul 2017, Procente, 72.3
Total, Regiunea VEST, Anul 1990, Procente, 82
Total, Regiunea VEST, Anul 1991, Procente, 80.8
Total, Regiunea VEST, Anul 1992, Procente, 78.3
Total, Regiunea VEST, Anul 1993, Procente, 76.9
Total, Regiunea VEST, Anul 1994, Procente, 78.8
Total, Regiunea VEST, Anul 1995, Procente, 76.1
Total, Regiunea VEST, Anul 1996, Procente, 73.3
Total, Regiunea VEST, Anul 1997, Procente, 71
Total, Regiunea VEST, Anul 1998, Procente, 67.5
Total, Regiunea VEST, Anul 1999, Procente, 63.3
Total, Regiunea VEST, Anul 2000, Procente, 67
Total, Regiunea VEST, Anul 2001, Procente, 64.9
Total, Regiunea VEST, Anul 2002, Procente, 67.7
Total, Regiunea VEST, Anul 2003, Procente, 66.5
Total, Regiunea VEST, Anul 2004, Procente, 66.1
Total, Regiunea VEST, Anul 2005, Procente, 66.8
Total, Regiunea VEST, Anul 2006, Procente, 67.1
Total, Regiunea VEST, Anul 2007, Procente, 69.3
Total, Regiunea VEST, Anul 2008, Procente, 68.4
Total, Regiunea VEST, Anul 2009, Procente, 64.7
Total, Regiunea VEST, Anul 2010, Procente, 63.6
Total, Regiunea VEST, Anul 2011, Procente, 64
Total, Regiunea VEST, Anul 2012, Procente, 65.9
Total, Regiunea VEST, Anul 2013, Procente, 66.2
Total, Regiunea VEST, Anul 2014, Procente, 60.4
Total, Regiunea VEST, Anul 2015, Procente, 71.9
Total, Regiunea VEST, Anul 2016, Procente, 70.9
Total, Regiunea VEST, Anul 2017, Procente, 71.1
Total, Arad, Anul 1990, Procente, 81.9
Total, Arad, Anul 1991, Procente, 82.9
Total, Arad, Anul 1992, Procente, 78.3
Total, Arad, Anul 1993, Procente, 76.9
Total, Arad, Anul 1994, Procente, 76.2
Total, Arad, Anul 1995, Procente, 79.7
Total, Arad, Anul 1996, Procente, 75.2
Total, Arad, Anul 1997, Procente, 79.7
Total, Arad, Anul 1998, Procente, 67.6
Total, Arad, Anul 1999, Procente, 64
Total, Arad, Anul 2000, Procente, 67.8
Total, Arad, Anul 2001, Procente, 67.3
Total, Arad, Anul 2002, Procente, 69.3
Total, Arad, Anul 2003, Procente, 69.4
Total, Arad, Anul 2004, Procente, 69.1
Total, Arad, Anul 2005, Procente, 69.5
Total, Arad, Anul 2006, Procente, 69.9
Total, Arad, Anul 2007, Procente, 72.3
Total, Arad, Anul 2008, Procente, 71.1
Total, Arad, Anul 2009, Procente, 67.6
Total, Arad, Anul 2010, Procente, 67
Total, Arad, Anul 2011, Procente, 67.3
Total, Arad, Anul 2012, Procente, 69.1
Total, Arad, Anul 2013, Procente, 70.8
Total, Arad, Anul 2014, Procente, 78.4
Total, Arad, Anul 2015, Procente, 78.6
Total, Arad, Anul 2016, Procente, 78
Total, Arad, Anul 2017, Procente, 78.2
Total, Caras-Severin, Anul 1990, Procente, 82.9
Total, Caras-Severin, Anul 1991, Procente, 77
Total, Caras-Severin, Anul 1992, Procente, 77.4
Total, Caras-Severin, Anul 1993, Procente, 70.3
Total, Caras-Severin, Anul 1994, Procente, 79.7
Total, Caras-Severin, Anul 1995, Procente, 70.2
Total, Caras-Severin, Anul 1996, Procente, 68.2
Total, Caras-Severin, Anul 1997, Procente, 68.9
Total, Caras-Severin, Anul 1998, Procente, 69.1
Total, Caras-Severin, Anul 1999, Procente, 64.6
Total, Caras-Severin, Anul 2000, Procente, 67
Total, Caras-Severin, Anul 2001, Procente, 64.1
Total, Caras-Severin, Anul 2002, Procente, 61.9
Total, Caras-Severin, Anul 2003, Procente, 60.7
Total, Caras-Severin, Anul 2004, Procente, 57.2
Total, Caras-Severin, Anul 2005, Procente, 57.4
Total, Caras-Severin, Anul 2006, Procente, 57.3
Total, Caras-Severin, Anul 2007, Procente, 59.9
Total, Caras-Severin, Anul 2008, Procente, 59.5
Total, Caras-Severin, Anul 2009, Procente, 57.4
Total, Caras-Severin, Anul 2010, Procente, 55.1
Total, Caras-Severin, Anul 2011, Procente, 54.8
Total, Caras-Severin, Anul 2012, Procente, 56.4
Total, Caras-Severin, Anul 2013, Procente, 55.3
Total, Caras-Severin, Anul 2014, Procente, 63.5
Total, Caras-Severin, Anul 2015, Procente, 64.1
Total, Caras-Severin, Anul 2016, Procente, 61.4
Total, Caras-Severin, Anul 2017, Procente, 60.5
Total, Hunedoara, Anul 1990, Procente, 80.1
Total, Hunedoara, Anul 1991, Procente, 78.6
Total, Hunedoara, Anul 1992, Procente, 77.2
Total, Hunedoara, Anul 1993, Procente, 75.5
Total, Hunedoara, Anul 1994, Procente, 77.6
Total, Hunedoara, Anul 1995, Procente, 75.8
Total, Hunedoara, Anul 1996, Procente, 77.8
Total, Hunedoara, Anul 1997, Procente, 66.7
Total, Hunedoara, Anul 1998, Procente, 63.1
Total, Hunedoara, Anul 1999, Procente, 58.7
Total, Hunedoara, Anul 2000, Procente, 62.8
Total, Hunedoara, Anul 2001, Procente, 58.8
Total, Hunedoara, Anul 2002, Procente, 63.7
Total, Hunedoara, Anul 2003, Procente, 60.3
Total, Hunedoara, Anul 2004, Procente, 61.5
Total, Hunedoara, Anul 2005, Procente, 61.7
Total, Hunedoara, Anul 2006, Procente, 61.9
Total, Hunedoara, Anul 2007, Procente, 64.8
Total, Hunedoara, Anul 2008, Procente, 63
Total, Hunedoara, Anul 2009, Procente, 59.4
Total, Hunedoara, Anul 2010, Procente, 57.6
Total, Hunedoara, Anul 2011, Procente, 57.3
Total, Hunedoara, Anul 2012, Procente, 59.4
Total, Hunedoara, Anul 2013, Procente, 59.6
Total, Hunedoara, Anul 2014, Procente, 69
Total, Hunedoara, Anul 2015, Procente, 69.6
Total, Hunedoara, Anul 2016, Procente, 68.1
Total, Hunedoara, Anul 2017, Procente, 68.6
Total, Timis, Anul 1990, Procente, 83.1
Total, Timis, Anul 1991, Procente, 83.1
Total, Timis, Anul 1992, Procente, 79.7
Total, Timis, Anul 1993, Procente, 81.4
Total, Timis, Anul 1994, Procente, 81.1
Total, Timis, Anul 1995, Procente, 77.1
Total, Timis, Anul 1996, Procente, 71
Total, Timis, Anul 1997, Procente, 69.6
Total, Timis, Anul 1998, Procente, 70.1
Total, Timis, Anul 1999, Procente, 65.6
Total, Timis, Anul 2000, Procente, 69.4
Total, Timis, Anul 2001, Procente, 68.3
Total, Timis, Anul 2002, Procente, 72.6
Total, Timis, Anul 2003, Procente, 71.9
Total, Timis, Anul 2004, Procente, 71.8
Total, Timis, Anul 2005, Procente, 73.2
Total, Timis, Anul 2006, Procente, 73.3
Total, Timis, Anul 2007, Procente, 74.7
Total, Timis, Anul 2008, Procente, 74.3
Total, Timis, Anul 2009, Procente, 69.8
Total, Timis, Anul 2010, Procente, 69.3
Total, Timis, Anul 2011, Procente, 70.3
Total, Timis, Anul 2012, Procente, 72.3
Total, Timis, Anul 2013, Procente, 72.4
Total, Timis, Anul 2014, Procente, 71
Total, Timis, Anul 2015, Procente, 72.3
Total, Timis, Anul 2016, Procente, 71.8
Total, Timis, Anul 2017, Procente, 72.3
