Country;Election type;Year;Voter Turnout;Total vote;Registration;VAP Turnout;Voting age population;Population;Invalid votes;Compulsory voting
Monaco;Parliamentary;1993.0;66.59 %;3,051 ;4,582 ;12.00 %;25,420 ;31,000 ;3.30 %;No
Monaco;Parliamentary;1988.0;70.33 %;2,985 ;4,244 ;12.55 %;23,780 ;29,000 ;5.20 %;No
Monaco;Parliamentary;1983.0;75.05 %;2,930 ;3,904 ;13.23 %;22,140 ;27,000 ;2.90 %;No
Monaco;Parliamentary;1978.0;74.55 %;2,719 ;3,647 ;13.26 %;20,500 ;25,000 ;5.50 %;No
Monaco;Parliamentary;1973.0;72.26 %;2,457 ;3,400 ;15.17 %;16,200 ;20,000 ;2.90 %;No
Monaco;Parliamentary;1968.0;72.34 %;2,388 ;3,301 ;14.74 %;16,200 ;20,000 ;6.30 %;No
Montenegro;Parliamentary;2020.0;76.65 %;413,952 ;540,026 ;86.82 %;476,808 ;609,859 ;1.09 %;No
Montenegro;Parliamentary;2016.0;73.41 %;388,220 ;528,817 ;73.38 %;529,076 ;644,578 ;1.42 %;No
Montenegro;Parliamentary;2012.0;70.56 %;362,714 ;514,055 ;71.01 %;510,795 ;657,394 ;1.50 %;No
Montenegro;Parliamentary;2009.0;66.19 %;329,819 ;498,305 ;61.15 %;539,337 ;672,180 ;1.77 %;No
Montenegro;Parliamentary;2006.0;72.05 %;349,014 ;484,430 ;65.84 %;530,122 ;620,145 ;2.00 %;No
Netherlands;Parliamentary;2021.0;78.71 %;10,462,677 ;13,293,186 ;74.92 %;13,965,986 ;17,337,403 ;0.38 %;No
Netherlands;Parliamentary;2017.0;81.93 %;10,563,456 ;12,893,466 ;77.31 %;13,664,324 ;17,084,719 ;0.45 %;No
Netherlands;Parliamentary;2012.0;74.56 %;9,462,223 ;12,689,810 ;71.02 %;13,322,602 ;16,730,632 ;0.40 %;No
Netherlands;Parliamentary;2010.0;75.40 %;9,442,977 ;12,524,152 ;71.13 %;13,276,313 ;16,783,092 ;0.28 %;No
Netherlands;Parliamentary;2006.0;80.35 %;9,854,998 ;12,264,503 ;77.48 %;12,718,943 ;16,491,461 ;0.20 %;No
Netherlands;Parliamentary;2003.0;80.04 %;9,666,602 ;12,076,711 ;77.54 %;12,467,104 ;16,607,754 ;0.10 %;No
Netherlands;Parliamentary;2002.0;79.06 %;9,515,226 ;12,035,935 ;76.82 %;12,386,626 ;15,981,472 ;1.50 %;No
Netherlands;Parliamentary;1998.0;73.23 %;8,607,787 ;11,755,132 ;70.12 %;12,275,387 ;15,649,729 ;1.70 %;No
Netherlands;Parliamentary;1994.0;78.75 %;9,021,144 ;11,455,924 ;75.20 %;11,996,400 ;15,380,000 ;0.50 %;No
Netherlands;Parliamentary;1989.0;80.27 %;8,919,787 ;11,112,189 ;78.01 %;11,433,730 ;14,849,000 ;0.30 %;No
Netherlands;Parliamentary;1986.0;85.76 %;9,199,621 ;10,727,701 ;84.22 %;10,923,000 ;14,564,000 ;0.30 %;No
Netherlands;Parliamentary;1982.0;80.98 %;8,273,631 ;10,216,634 ;80.30 %;10,303,200 ;14,310,000 ;0.40 %;No
Netherlands;Parliamentary;1981.0;87.03 %;8,738,238 ;10,040,121 ;85.19 %;10,257,120 ;14,246,000 ;0.50 %;No
Netherlands;Parliamentary;1977.0;88.00 %;8,365,829 ;9,506,318 ;86.27 %;9,697,100 ;13,853,000 ;0.60 %;No
Netherlands;Parliamentary;1972.0;83.50 %;7,445,287 ;8,916,947 ;80.24 %;9,279,000 ;13,269,563 ;0.70 %;No
Netherlands;Parliamentary;1971.0;79.08 %;6,364,719 ;8,048,726 ;77.83 %;8,177,800 ;13,190,000 ;0.70 %;No
Netherlands;Parliamentary;1967.0;94.95 %;7,076,328 ;7,452,776 ;92.07 %;7,686,000 ;12,600,000 ;2.80 %;Yes
Netherlands;Parliamentary;1963.0;95.13 %;6,419,964 ;6,748,611 ;87.95 %;7,299,870 ;11,967,000 ;2.50 %;Yes
Netherlands;Parliamentary;1959.0;95.57 %;6,143,409 ;6,427,864 ;88.76 %;6,921,060 ;11,346,000 ;2.30 %;Yes
Netherlands;Parliamentary;1956.0;95.50 %;5,849,652 ;6,125,210 ;88.07 %;6,642,290 ;10,889,000 ;2.10 %;Yes
Netherlands;Parliamentary;1952.0;94.98 %;5,501,728 ;5,792,679 ;86.87 %;6,333,020 ;10,382,000 ;3.00 %;Yes
Netherlands;Parliamentary;1948.0;93.67 %;5,089,582 ;5,433,633 ;85.14 %;5,978,000 ;9,800,000 ;3.10 %;Yes
Netherlands;Parliamentary;1946.0;93.12 %;4,913,015 ;5,275,888 ;85.47 %;5,748,030 ;9,423,000 ;3.10 %;Yes
North Macedonia, Republic of ;Parliamentary;2020.0;52.02 %;943,750 ;1,814,263 ;55.09 %;1,713,004 ;2,125,971 ;3.34 %;No
North Macedonia, Republic of ;Parliamentary;2016.0;66.79 %;1,191,851 ;1,784,416 ;71.99 %;1,655,370 ;2,100,025 ;3.18 %;No
North Macedonia, Republic of ;Parliamentary;2014.0;62.98 %;1,120,744 ;1,779,572 ;68.96 %;1,625,315 ;2,091,719 ;;No
North Macedonia, Republic of ;Parliamentary;2011.0;63.48 %;1,156,049 ;1,821,122 ;69.37 %;1,779,572 ;2,114,550 ;2.77 %;No
North Macedonia, Republic of ;Parliamentary;2008.0;57.99 %;1,031,632 ;1,779,116 ;67.08 %;1,538,020 ;2,061,315 ;3.00 %;No
North Macedonia, Republic of ;Parliamentary;2006.0;55.98 %;974,891 ;1,741,449 ;64.50 %;1,511,450 ;2,050,554 ;3.90 %;No
North Macedonia, Republic of ;Parliamentary;2002.0;74.60 %;1,241,605 ;1,664,297 ;85.35 %;1,454,681 ;2,031,112 ;1.80 %;No
North Macedonia, Republic of ;Parliamentary;1998.0;72.88 %;1,146,457 ;1,572,976 ;70.70 %;1,621,599 ;2,008,850 ;;No
North Macedonia, Republic of ;Parliamentary;1994.0;77.29 %;1,051,665 ;1,360,729 ;71.16 %;1,477,980 ;2,142,000 ;3.90 %;No
North Macedonia, Republic of ;Parliamentary;1990.0;81.18 %;1,135,728 ;1,399,021 ;;;;5.90 %;
Norway;Parliamentary;2021.0;77.16 %;3,003,290 ;3,892,507 ;69.33 %;4,331,623 ;5,509,591 ;0.76 %;No
Norway;Parliamentary;2017.0;78.22 %;2,945,352 ;3,765,245 ;70.59 %;4,172,659 ;5,320,045 ;0.80 %;No
Norway;Parliamentary;2013.0;78.23 %;2,848,898 ;3,641,753 ;77.93 %;3,655,788 ;4,722,701 ;0.45 %;No
Norway;Parliamentary;2009.0;76.37 %;2,696,468 ;3,530,785 ;74.74 %;3,607,670 ;4,660,539 ;0.50 %;No
Norway;Parliamentary;2005.0;77.44 %;2,649,735 ;3,421,741 ;76.54 %;3,461,754 ;4,593,041 ;0.40 %;No
Norway;Parliamentary;2001.0;75.48 %;2,535,776 ;3,359,433 ;73.50 %;3,450,120 ;4,515,195 ;0.60 %;No
Norway;Parliamentary;1997.0;78.33 %;2,593,669 ;3,311,190 ;76.77 %;3,378,488 ;4,405,672 ;0.50 %;No
Norway;Parliamentary;1993.0;75.85 %;2,472,551 ;3,259,957 ;74.47 %;3,320,240 ;4,312,000 ;0.40 %;No
Norway;Parliamentary;1989.0;83.16 %;2,653,173 ;3,190,311 ;81.52 %;3,254,790 ;4,227,000 ;0.20 %;No
Norway;Parliamentary;1985.0;84.03 %;2,605,436 ;3,100,479 ;83.65 %;3,114,750 ;4,153,000 ;0.10 %;No
Norway;Parliamentary;1981.0;81.99 %;2,462,142 ;3,003,093 ;82.26 %;2,993,000 ;4,100,000 ;0.10 %;No
Norway;Parliamentary;1977.0;82.89 %;2,304,496 ;2,780,190 ;79.17 %;2,910,960 ;4,043,000 ;0.10 %;No
Norway;Parliamentary;1973.0;80.24 %;2,155,734 ;2,686,676 ;80.06 %;2,692,800 ;3,960,000 ;0.20 %;No
Norway;Parliamentary;1969.0;83.84 %;2,162,596 ;2,579,566 ;85.11 %;2,541,000 ;3,850,000 ;0.20 %;No
Norway;Parliamentary;1965.0;85.43 %;2,056,091 ;2,406,866 ;85.03 %;2,418,000 ;3,720,000 ;0.40 %;No
Norway;Parliamentary;1961.0;79.07 %;1,850,548 ;2,340,495 ;77.67 %;2,382,600 ;3,610,000 ;0.60 %;No
Norway;Parliamentary;1957.0;78.32 %;1,800,155 ;2,298,376 ;76.94 %;2,339,640 ;3,492,000 ;0.50 %;No
Norway;Parliamentary;1953.0;79.33 %;1,790,331 ;2,256,799 ;79.55 %;2,250,530 ;3,359,000 ;0.60 %;No
Norway;Parliamentary;1949.0;82.02 %;1,770,897 ;2,159,005 ;80.55 %;2,198,440 ;3,233,000 ;0.70 %;No
Norway;Parliamentary;1945.0;76.36 %;1,498,194 ;1,961,977 ;71.35 %;2,099,840 ;3,088,000 ;0.90 %;No
Poland;Parliamentary;2019.0;61.74 %;18,678,457 ;30,253,556 ;59.08 %;31,615,893 ;38,356,121 ;1.11 %;No
Poland;Parliamentary;2015.0;50.92 %;15,595,335 ;30,629,150 ;49.40 %;31,568,464 ;38,301,885 ;2.53 %;No
Poland;Parliamentary;2011.0;48.92 %;15,050,027 ;30,762,931 ;48.54 %;31,002,361 ;37,748,288 ;4.52 %;No
Poland;Parliamentary;2007.0;53.88 %;16,495,045 ;30,615,471 ;54.24 %;30,411,197 ;38,518,241 ;2.10 %;No
Poland;Parliamentary;2005.0;40.57 %;12,263,640 ;30,229,031 ;40.87 %;30,003,160 ;38,635,144 ;3.60 %;No
Poland;Parliamentary;2001.0;46.18 %;13,559,412 ;29,364,455 ;47.63 %;28,469,123 ;38,646,023 ;4.00 %;No
Poland;Parliamentary;1997.0;47.93 %;13,616,378 ;28,409,054 ;48.80 %;27,901,720 ;38,752,000 ;3.90 %;No
Poland;Parliamentary;1993.0;52.08 %;14,415,586 ;27,677,302 ;52.00 %;27,723,600 ;38,505,000 ;4.30 %;No
Poland;Parliamentary;1991.0;43.20 %;11,886,984 ;27,516,166 ;44.40 %;26,771,500 ;38,245,000 ;5.60 %;No
Poland;Parliamentary;1989.0;62.11 %;16,994,732 ;27,362,313 ;63.96 %;26,572,700 ;37,961,000 ;;No
Poland;Parliamentary;1985.0;78.86 %;20,554,182 ;26,065,497 ;;;37,225,792 ;0.32 %;No
Poland;Parliamentary;1980.0;98.87 %;24,816,304 ;25,098,816 ;;;35,578,016 ;0.06 %;No
Poland;Parliamentary;1976.0;98.27 %;23,652,256 ;24,069,579 ;;;34,299,428 ;0.06 %;No
Poland;Parliamentary;1972.0;97.94 %;21,854,481 ;22,313,851 ;;;33,039,545 ;0.02 %;No
Poland;Parliamentary;1969.0;97.61 %;20,642,449 ;21,148,879 ;;;32,280,848 ;0.04 %;No
Poland;Parliamentary;1965.0;96.62 %;18,982,316 ;19,645,803 ;;;;0.07 %;No
Poland;Parliamentary;1961.0;94.83 %;17,653,646 ;18,615,185 ;;;;0.11 %;No
Poland;Parliamentary;1957.0;94.14 %;16,892,213 ;17,944,081 ;;;;0.35 %;No
Poland;Parliamentary;1952.0;95.03 %;15,495,815 ;16,305,891 ;;;;0.03 %;No
Portugal;Parliamentary;2022.0;57.96 %;5,389,705 ;9,298,390 ;62.78 %;8,584,844 ;10,242,081 ;2.07 %;No
Portugal;Parliamentary;2019.0;48.57 %;5,251,064 ;10,810,240 ;61.29 %;8,567,996 ;10,328,384 ;4.87 %;No
Portugal;Parliamentary;2015.0;55.84 %;5,408,092 ;9,684,922 ;61.75 %;8,757,878 ;10,825,309 ;3.70 %;No
Portugal;Parliamentary;2011.0;58.03 %;5,585,054 ;9,624,354 ;64.49 %;8,660,198 ;10,760,305 ;4.08 %;No
Portugal;Parliamentary;2009.0;59.68 %;5,681,258 ;9,519,921 ;66.14 %;8,589,299 ;10,707,924 ;3.10 %;No
Portugal;Parliamentary;2005.0;64.26 %;5,747,834 ;8,944,508 ;69.23 %;8,302,150 ;10,524,145 ;2.90 %;No
Portugal;Parliamentary;2002.0;62.84 %;5,582,146 ;8,882,561 ;68.62 %;8,135,142 ;10,066,253 ;1.90 %;No
Portugal;Parliamentary;1999.0;61.05 %;5,406,946 ;8,857,173 ;69.27 %;7,805,152 ;9,953,648 ;2.00 %;No
Portugal;Parliamentary;1995.0;66.30 %;5,904,854 ;8,906,608 ;79.11 %;7,463,960 ;9,821,000 ;1.90 %;No
Portugal;Parliamentary;1991.0;68.18 %;5,674,332 ;8,322,481 ;77.71 %;7,301,580 ;9,867,000 ;1.10 %;No
Portugal;Parliamentary;1987.0;72.64 %;5,623,128 ;7,741,149 ;78.15 %;7,195,680 ;9,994,000 ;2.20 %;No
Portugal;Parliamentary;1985.0;75.37 %;5,744,321 ;7,621,504 ;79.69 %;7,207,920 ;10,011,000 ;2.70 %;No
Portugal;Parliamentary;1983.0;78.64 %;5,629,996 ;7,159,349 ;77.43 %;7,271,280 ;10,099,000 ;2.70 %;No
Portugal;Parliamentary;1980.0;85.45 %;5,917,355 ;6,925,243 ;87.91 %;6,731,320 ;9,899,000 ;2.40 %;No
Portugal;Parliamentary;1979.0;87.54 %;5,915,168 ;6,757,152 ;88.25 %;6,702,760 ;9,857,000 ;2.90 %;No
Portugal;Parliamentary;1976.0;83.27 %;5,393,853 ;6,477,619 ;83.29 %;6,476,220 ;9,666,000 ;4.80 %;No
Portugal;Parliamentary;1975.0;91.73 %;5,666,696 ;6,177,698 ;89.73 %;6,315,420 ;9,426,000 ;6.90 %;No
Romania;Parliamentary;2020.0;31.84 %;5,793,135 ;18,191,396 ;32.80 %;17,663,694 ;21,302,893 ;;No
Romania;Parliamentary;2016.0;37.79 %;7,323,368 ;18,403,044 ;41.12 %;17,810,217 ;21,599,736 ;3.77 %;No
Romania;Parliamentary;2012.0;41.76 %;7,694,180 ;18,423,066 ;42.81 %;17,974,764 ;21,848,504 ;3.61 %;No
Romania;Parliamentary;2008.0;39.20 %;7,238,871 ;18,464,274 ;40.48 %;17,882,585 ;22,060,808 ;4.86 %;No
Romania;Parliamentary;2004.0;58.51 %;10,794,653 ;18,449,344 ;62.26 %;17,338,014 ;22,355,551 ;5.20 %;No
Romania;Parliamentary;2000.0;65.31 %;11,559,458 ;17,699,727 ;62.16 %;18,597,776 ;22,303,305 ;6.20 %;No
Romania;Parliamentary;1996.0;76.01 %;13,088,388 ;17,218,654 ;78.20 %;16,737,320 ;22,618,000 ;6.50 %;No
Romania;Parliamentary;1992.0;76.29 %;12,496,430 ;16,380,663 ;76.16 %;16,408,080 ;22,789,000 ;12.70 %;No
Romania;Parliamentary;1990.0;79.69 %;13,707,159 ;17,200,722 ;;;;;
Russian Federation;Parliamentary;2021.0;51.58 %;56,329,690 ;109,204,662 ;49.64 %;113,487,504 ;142,320,790 ;2.08 %;No
Russian Federation;Parliamentary;2016.0;47.88 %;52,700,922 ;110,061,200 ;46.04 %;114,473,081 ;142,355,415 ;1.86 %;No
Russian Federation;Parliamentary;2011.0;60.10 %;65,656,526 ;109,237,780 ;57.96 %;113,276,186 ;138,739,892 ;1.57 %;No
Russian Federation;Parliamentary;2007.0;63.71 %;69,537,065 ;109,145,517 ;61.91 %;112,315,296 ;141,377,752 ;1.10 %;No
Russian Federation;Parliamentary;2003.0;55.67 %;60,633,179 ;108,906,244 ;54.34 %;111,586,387 ;144,526,278 ;1.60 %;No
Russian Federation;Parliamentary;1999.0;62.33 %;66,840,603 ;107,239,000 ;59.12 %;113,049,737 ;147,698,905 ;2.00 %;No
Russian Federation;Parliamentary;1995.0;64.73 %;69,587,454 ;107,496,856 ;62.77 %;110,864,250 ;147,819,000 ;1.90 %;No
Russian Federation;Parliamentary;1993.0;50.00 %;52,600,000 ;105,200,000 ;47.22 %;111,390,000 ;148,520,000 ;;No
San Marino;Parliamentary;2019.0;55.73 %;19,234 ;34,511 ;69.21 %;27,790 ;34,010 ;6.58 %;No
San Marino;Parliamentary;2016.0;59.66 %;20,276 ;33,985 ;75.24 %;26,948 ;33,285 ;4.19 %;No
San Marino;Parliamentary;2012.0;63.85 %;21,138 ;33,106 ;82.05 %;25,761 ;32,140 ;6.43 %;No
San Marino;Parliamentary;2008.0;68.48 %;21,806 ;31,845 ;88.48 %;24,646 ;30,749 ;3.83 %;No
San Marino;Parliamentary;2006.0;71.84 %;22,815 ;31,759 ;98.06 %;23,266 ;29,251 ;3.40 %;No
San Marino;Parliamentary;2001.0;73.80 %;22,648 ;30,688 ;102.83 %;22,024 ;26,986 ;3.80 %;No
San Marino;Parliamentary;1998.0;75.28 %;22,673 ;30,117 ;75.28 %;30,117 ;25,000 ;3.80 %;No
San Marino;Parliamentary;1993.0;80.30 %;22,637 ;28,191 ;80.30 %;28,191 ;24,000 ;3.80 %;No
San Marino;Parliamentary;1988.0;81.14 %;21,139 ;26,052 ;81.14 %;26,052 ;23,000 ;;No
San Marino;Parliamentary;1983.0;79.54 %;17,204 ;21,630 ;79.54 %;21,630 ;22,000 ;;No
San Marino;Parliamentary;1978.0;78.98 %;15,491 ;19,615 ;78.98 %;19,615 ;21,000 ;2.60 %;No
San Marino;Parliamentary;1974.0;79.70 %;14,086 ;17,673 ;79.70 %;17,673 ;20,000 ;2.40 %;No
Serbia;Parliamentary;2020.0;48.93 %;3,221,908 ;6,584,376 ;55.60 %;5,794,643 ;7,012,165 ;3.67 %;No
Serbia;Parliamentary;2016.0;56.07 %;3,778,923 ;6,739,441 ;64.31 %;5,875,839 ;7,143,921 ;2.86 %;No
Serbia;Parliamentary;2014.0;53.09 %;3,592,375 ;6,766,575 ;63.49 %;5,658,441 ;7,209,764 ;;No
Serbia;Parliamentary;2012.0;57.77 %;3,911,136 ;6,770,013 ;67.55 %;5,790,302 ;7,276,604 ;;No
Serbia;Parliamentary;2008.0;61.35 %;4,141,176 ;6,749,688 ;70.17 %;5,901,990 ;7,334,935 ;2.20 %;No
Serbia;Parliamentary;2007.0;60.57 %;4,029,286 ;6,652,105 ;68.19 %;5,908,864 ;7,381,579 ;1.60 %;No
Slovakia;Parliamentary;2020.0;65.81 %;2,916,840 ;4,432,419 ;65.39 %;4,460,525 ;5,440,602 ;1.21 %;No
Slovakia;Parliamentary;2016.0;59.82 %;2,648,184 ;4,426,760 ;59.43 %;4,455,753 ;5,445,802 ;1.53 %;No
Slovakia;Parliamentary;2012.0;59.11 %;2,596,443 ;4,392,451 ;57.85 %;4,488,381 ;5,483,088 ;;No
Slovakia;Parliamentary;2010.0;58.84 %;2,566,779 ;4,362,369 ;58.38 %;4,396,639 ;5,470,306 ;1.46 %;No
Slovakia;Parliamentary;2006.0;54.67 %;2,335,917 ;4,272,517 ;56.40 %;4,141,957 ;5,439,448 ;1.40 %;No
Slovakia;Parliamentary;2002.0;70.07 %;2,913,267 ;4,157,802 ;71.63 %;4,067,252 ;5,379,455 ;1.30 %;No
Slovakia;Parliamentary;1998.0;84.25 %;3,389,346 ;4,023,191 ;78.86 %;4,297,856 ;5,274,335 ;1.70 %;No
Slovakia;Parliamentary;1994.0;75.41 %;2,923,265 ;3,876,555 ;75.93 %;3,849,840 ;5,347,000 ;1.60 %;No
Slovakia;Parliamentary;1992.0;84.68 %;9,750,978 ;11,515,699 ;83.76 %;11,640,940 ;15,731,000 ;1.70 %;No
Slovakia;Parliamentary;1990.0;96.33 %;10,785,270 ;11,195,596 ;93.06 %;11,589,140 ;15,661,000 ;1.40 %;No
Slovenia;Parliamentary;2018.0;52.64 %;901,512 ;1,712,676 ;54.58 %;1,651,708 ;1,965,706 ;1.15 %;No
Slovenia;Parliamentary;2014.0;51.73 %;886,124 ;1,713,067 ;54.09 %;1,638,247 ;1,988,292 ;1.30 %;No
Slovenia;Parliamentary;2011.0;65.60 %;1,121,475 ;1,709,692 ;66.99 %;1,674,170 ;2,000,092 ;1.71 %;No
Slovenia;Parliamentary;2008.0;63.10 %;1,070,523 ;1,696,437 ;65.04 %;1,645,967 ;2,007,711 ;1.70 %;No
Slovenia;Parliamentary;2004.0;60.64 %;991,123 ;1,634,402 ;61.09 %;1,622,422 ;2,011,473 ;2.30 %;No
Slovenia;Parliamentary;2000.0;70.36 %;1,116,423 ;1,586,695 ;72.33 %;1,543,425 ;1,987,985 ;3.30 %;No
Slovenia;Parliamentary;1996.0;73.67 %;1,136,211 ;1,542,218 ;75.75 %;1,499,960 ;1,948,000 ;5.90 %;No
Slovenia;Parliamentary;1992.0;85.90 %;1,280,243 ;1,490,434 ;85.52 %;1,497,000 ;1,996,000 ;7.00 %;No
Spain;Parliamentary;2019.0;71.76 %;26,478,140 ;36,898,883 ;65.14 %;40,650,233 ;49,683,254 ;1.80 %;No
Spain;Parliamentary;2016.0;69.84 %;24,161,083 ;34,597,038 ;60.87 %;39,691,061 ;48,563,476 ;1.68 %;No
Spain;Parliamentary;2015.0;73.20 %;25,350,447 ;34,631,086 ;64.39 %;39,368,731 ;48,146,134 ;1.64 %;No
Spain;Parliamentary;2011.0;68.94 %;24,666,441 ;35,779,491 ;63.26 %;38,995,155 ;47,021,031 ;1.29 %;No
Spain;Parliamentary;2008.0;75.32 %;25,514,671 ;33,875,268 ;69.30 %;36,819,817 ;45,283,259 ;1.80 %;No
Spain;Parliamentary;2004.0;75.66 %;26,155,436 ;34,571,831 ;76.25 %;34,304,048 ;42,345,342 ;2.60 %;No
Spain;Parliamentary;2000.0;68.71 %;23,339,490 ;33,969,640 ;73.79 %;31,631,640 ;39,394,773 ;0.70 %;No
Spain;Parliamentary;1996.0;78.06 %;24,985,097 ;32,007,554 ;80.56 %;31,013,030 ;39,257,000 ;1.50 %;No
Spain;Parliamentary;1993.0;77.05 %;23,907,495 ;31,030,511 ;77.43 %;30,875,570 ;39,083,000 ;1.30 %;No
Spain;Parliamentary;1989.0;70.01 %;20,788,160 ;29,694,055 ;71.28 %;29,166,000 ;38,888,000 ;1.40 %;No
Spain;Parliamentary;1986.0;70.37 %;20,489,651 ;29,117,613 ;73.72 %;27,794,880 ;38,604,000 ;2.10 %;No
Spain;Parliamentary;1982.0;79.83 %;21,439,152 ;26,855,301 ;83.11 %;25,795,580 ;37,935,000 ;2.40 %;No
Spain;Parliamentary;1979.0;68.13 %;18,284,948 ;26,836,500 ;72.32 %;25,284,440 ;37,183,000 ;1.80 %;No
Spain;Parliamentary;1977.0;76.96 %;18,175,327 ;23,616,421 ;79.36 %;22,901,130 ;36,351,000 ;1.70 %;No
Sweden;Parliamentary;2018.0;87.18 %;6,535,271 ;7,495,936 ;82.08 %;7,962,006 ;10,040,995 ;0.90 %;No
Sweden;Parliamentary;2014.0;85.81 %;6,290,016 ;7,330,432 ;82.61 %;7,614,029 ;9,723,809 ;0.92 %;No
Sweden;Parliamentary;2010.0;84.63 %;6,028,682 ;7,123,651 ;82.63 %;7,296,284 ;9,074,055 ;1.14 %;No
Sweden;Parliamentary;2006.0;81.99 %;5,650,416 ;6,892,009 ;80.60 %;7,010,777 ;9,082,995 ;1.80 %;No
Sweden;Parliamentary;2002.0;80.11 %;5,385,430 ;6,722,152 ;78.04 %;6,900,985 ;8,876,744 ;1.50 %;No
Sweden;Parliamentary;1998.0;81.39 %;5,374,588 ;6,603,129 ;77.72 %;6,915,438 ;8,780,000 ;2.10 %;No
Sweden;Parliamentary;1994.0;86.82 %;5,640,393 ;6,496,365 ;82.36 %;6,848,400 ;8,780,000 ;1.50 %;No
Sweden;Parliamentary;1991.0;86.74 %;5,562,920 ;6,413,172 ;82.77 %;6,721,260 ;8,617,000 ;1.70 %;No
Sweden;Parliamentary;1988.0;85.96 %;5,441,050 ;6,330,023 ;82.68 %;6,580,860 ;8,437,000 ;1.20 %;No
Sweden;Parliamentary;1985.0;89.85 %;5,615,242 ;6,249,445 ;86.22 %;6,513,000 ;8,350,000 ;0.90 %;No
Sweden;Parliamentary;1982.0;91.45 %;5,606,603 ;6,130,993 ;88.61 %;6,327,000 ;8,325,000 ;0.90 %;No
Sweden;Parliamentary;1979.0;90.72 %;5,480,126 ;6,040,461 ;86.94 %;6,303,440 ;8,294,000 ;0.60 %;No
Sweden;Parliamentary;1976.0;91.76 %;5,457,043 ;5,947,077 ;88.49 %;6,166,500 ;8,222,000 ;0.40 %;No
Sweden;Parliamentary;1973.0;90.84 %;5,168,996 ;5,690,333 ;85.81 %;6,023,600 ;8,140,000 ;0.20 %;No
Sweden;Parliamentary;1970.0;88.28 %;4,984,207 ;5,645,804 ;87.31 %;5,708,400 ;8,040,000 ;0.20 %;No
Sweden;Parliamentary;1968.0;89.29 %;4,861,901 ;5,445,333 ;86.57 %;5,616,100 ;7,910,000 ;0.70 %;No
Sweden;Parliamentary;1964.0;83.86 %;4,273,595 ;5,095,850 ;80.85 %;5,286,090 ;7,661,000 ;0.70 %;No
Sweden;Parliamentary;1960.0;85.91 %;4,271,610 ;4,972,177 ;82.76 %;5,161,200 ;7,480,000 ;0.40 %;No
Sweden;Parliamentary;1958.0;77.42 %;3,864,963 ;4,992,421 ;75.60 %;5,112,210 ;7,409,000 ;0.50 %;No
Sweden;Parliamentary;1956.0;79.84 %;3,902,114 ;4,887,325 ;77.31 %;5,047,350 ;7,315,000 ;0.60 %;No
Sweden;Parliamentary;1952.0;79.11 %;3,801,284 ;4,805,216 ;77.32 %;4,916,250 ;7,125,000 ;0.50 %;No
Sweden;Parliamentary;1948.0;82.74 %;3,895,161 ;4,707,783 ;82.02 %;4,749,270 ;6,883,000 ;0.40 %;No
Switzerland;Parliamentary;2019.0;45.12 %;2,462,581 ;5,457,940 ;36.06 %;6,829,807 ;8,348,737 ;1.56 %;No
Switzerland;Parliamentary;2015.0;48.51 %;2,563,052 ;5,283,556 ;38.63 %;6,634,505 ;8,121,830 ;1.62 %;No
Switzerland;Parliamentary;2011.0;49.50 %;2,485,403 ;5,124,034 ;39.59 %;6,278,531 ;7,639,961 ;1.72 %;No
Switzerland;Parliamentary;2007.0;48.28 %;2,373,071 ;4,915,623 ;39.79 %;5,964,448 ;7,554,661 ;1.80 %;No
Switzerland;Parliamentary;2003.0;45.23 %;2,161,921 ;4,779,733 ;37.27 %;5,801,412 ;7,318,638 ;1.75 %;No
Switzerland;Parliamentary;1999.0;43.30 %;2,004,408 ;4,628,782 ;34.94 %;5,736,298 ;7,214,950 ;1.70 %;No
Switzerland;Parliamentary;1995.0;42.22 %;1,940,622 ;4,596,209 ;35.66 %;5,442,360 ;7,068,000 ;1.82 %;No
Switzerland;Parliamentary;1991.0;46.05 %;2,076,901 ;4,510,521 ;39.67 %;5,236,000 ;6,800,000 ;1.58 %;No
Switzerland;Parliamentary;1987.0;46.47 %;1,958,456 ;4,214,595 ;39.90 %;4,908,750 ;6,545,000 ;1.23 %;No
Switzerland;Parliamentary;1983.0;48.91 %;1,989,960 ;4,068,940 ;40.79 %;4,878,750 ;6,505,000 ;1.51 %;No
Switzerland;Parliamentary;1979.0;48.05 %;1,856,651 ;3,864,285 ;40.60 %;4,572,720 ;6,351,000 ;1.26 %;No
Switzerland;Parliamentary;1975.0;52.36 %;1,955,740 ;3,735,037 ;43.62 %;4,483,500 ;6,405,000 ;1.25 %;No
Switzerland;Parliamentary;1971.0;56.86 %;2,018,077 ;3,549,426 ;45.42 %;4,442,771 ;6,230,000 ;1.28 %;Yes
Switzerland;Parliamentary;1967.0;65.72 %;1,019,907 ;1,551,909 ;53.21 %;1,916,800 ;5,990,000 ;1.77 %;Yes
Switzerland;Parliamentary;1963.0;66.11 %;986,997 ;1,493,026 ;53.46 %;1,846,400 ;5,770,000 ;1.82 %;Yes
Switzerland;Parliamentary;1959.0;68.46 %;1,008,563 ;1,473,155 ;58.11 %;1,735,470 ;5,259,000 ;1.94 %;Yes
Switzerland;Parliamentary;1955.0;70.08 %;998,881 ;1,425,421 ;60.78 %;1,643,400 ;4,980,000 ;1.69 %;Yes
