Categorii de unitati sanitare , Forme de proprietate , Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
In spitale - total, Proprietate publica, MACROREGIUNEA DOI, Anul 2013, Numar, 32372
In spitale - total, Proprietate publica, MACROREGIUNEA DOI, Anul 2014, Numar, 32420
In spitale - total, Proprietate publica, MACROREGIUNEA DOI, Anul 2015, Numar, 32412
In spitale - total, Proprietate publica, MACROREGIUNEA DOI, Anul 2016, Numar, 32305
In spitale - total, Proprietate publica, MACROREGIUNEA DOI, Anul 2017, Numar, 32291
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 1997, Numar, 26382
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 1998, Numar, 26078
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 1999, Numar, 25984
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2000, Numar, 25504
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2001, Numar, 25710
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2002, Numar, 24587
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2003, Numar, 21318
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2004, Numar, 21348
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2005, Numar, 21466
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2006, Numar, 21408
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2007, Numar, 21088
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2008, Numar, 21065
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2009, Numar, 21074
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2010, Numar, 19637
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2011, Numar, 18910
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2012, Numar, 19059
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2013, Numar, 19110
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2014, Numar, 19075
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2015, Numar, 19082
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2016, Numar, 18955
In spitale - total, Proprietate publica, Regiunea NORD-EST, Anul 2017, Numar, 18947
In spitale - total, Proprietate publica, Bacau, Anul 1997, Numar, 3745
In spitale - total, Proprietate publica, Bacau, Anul 1998, Numar, 3826
In spitale - total, Proprietate publica, Bacau, Anul 1999, Numar, 3831
In spitale - total, Proprietate publica, Bacau, Anul 2000, Numar, 3790
In spitale - total, Proprietate publica, Bacau, Anul 2001, Numar, 4115
In spitale - total, Proprietate publica, Bacau, Anul 2002, Numar, 3761
In spitale - total, Proprietate publica, Bacau, Anul 2003, Numar, 3156
In spitale - total, Proprietate publica, Bacau, Anul 2004, Numar, 3173
In spitale - total, Proprietate publica, Bacau, Anul 2005, Numar, 3173
In spitale - total, Proprietate publica, Bacau, Anul 2006, Numar, 3183
In spitale - total, Proprietate publica, Bacau, Anul 2007, Numar, 3202
In spitale - total, Proprietate publica, Bacau, Anul 2008, Numar, 3214
In spitale - total, Proprietate publica, Bacau, Anul 2009, Numar, 3230
In spitale - total, Proprietate publica, Bacau, Anul 2010, Numar, 2996
In spitale - total, Proprietate publica, Bacau, Anul 2011, Numar, 2914
In spitale - total, Proprietate publica, Bacau, Anul 2012, Numar, 2921
In spitale - total, Proprietate publica, Bacau, Anul 2013, Numar, 2921
In spitale - total, Proprietate publica, Bacau, Anul 2014, Numar, 2951
In spitale - total, Proprietate publica, Bacau, Anul 2015, Numar, 2951
In spitale - total, Proprietate publica, Bacau, Anul 2016, Numar, 2941
In spitale - total, Proprietate publica, Bacau, Anul 2017, Numar, 2941
In spitale - total, Proprietate publica, Botosani, Anul 1997, Numar, 3534
In spitale - total, Proprietate publica, Botosani, Anul 1998, Numar, 3564
In spitale - total, Proprietate publica, Botosani, Anul 1999, Numar, 3564
In spitale - total, Proprietate publica, Botosani, Anul 2000, Numar, 3519
In spitale - total, Proprietate publica, Botosani, Anul 2001, Numar, 3519
In spitale - total, Proprietate publica, Botosani, Anul 2002, Numar, 3300
In spitale - total, Proprietate publica, Botosani, Anul 2003, Numar, 2637
In spitale - total, Proprietate publica, Botosani, Anul 2004, Numar, 2637
In spitale - total, Proprietate publica, Botosani, Anul 2005, Numar, 2667
In spitale - total, Proprietate publica, Botosani, Anul 2006, Numar, 2587
In spitale - total, Proprietate publica, Botosani, Anul 2007, Numar, 2580
In spitale - total, Proprietate publica, Botosani, Anul 2008, Numar, 2609
In spitale - total, Proprietate publica, Botosani, Anul 2009, Numar, 2604
In spitale - total, Proprietate publica, Botosani, Anul 2010, Numar, 2318
In spitale - total, Proprietate publica, Botosani, Anul 2011, Numar, 2193
In spitale - total, Proprietate publica, Botosani, Anul 2012, Numar, 2191
In spitale - total, Proprietate publica, Botosani, Anul 2013, Numar, 2191
In spitale - total, Proprietate publica, Botosani, Anul 2014, Numar, 2191
In spitale - total, Proprietate publica, Botosani, Anul 2015, Numar, 2191
In spitale - total, Proprietate publica, Botosani, Anul 2016, Numar, 2191
In spitale - total, Proprietate publica, Botosani, Anul 2017, Numar, 2191
In spitale - total, Proprietate publica, Iasi, Anul 1997, Numar, 8446
In spitale - total, Proprietate publica, Iasi, Anul 1998, Numar, 8031
In spitale - total, Proprietate publica, Iasi, Anul 1999, Numar, 7942
In spitale - total, Proprietate publica, Iasi, Anul 2000, Numar, 8007
In spitale - total, Proprietate publica, Iasi, Anul 2001, Numar, 7913
In spitale - total, Proprietate publica, Iasi, Anul 2002, Numar, 7902
In spitale - total, Proprietate publica, Iasi, Anul 2003, Numar, 6838
In spitale - total, Proprietate publica, Iasi, Anul 2004, Numar, 6855
In spitale - total, Proprietate publica, Iasi, Anul 2005, Numar, 6870
In spitale - total, Proprietate publica, Iasi, Anul 2006, Numar, 6816
In spitale - total, Proprietate publica, Iasi, Anul 2007, Numar, 6820
In spitale - total, Proprietate publica, Iasi, Anul 2008, Numar, 6743
In spitale - total, Proprietate publica, Iasi, Anul 2009, Numar, 6741
In spitale - total, Proprietate publica, Iasi, Anul 2010, Numar, 6682
In spitale - total, Proprietate publica, Iasi, Anul 2011, Numar, 6547
In spitale - total, Proprietate publica, Iasi, Anul 2012, Numar, 6684
In spitale - total, Proprietate publica, Iasi, Anul 2013, Numar, 6735
In spitale - total, Proprietate publica, Iasi, Anul 2014, Numar, 6715
In spitale - total, Proprietate publica, Iasi, Anul 2015, Numar, 6722
In spitale - total, Proprietate publica, Iasi, Anul 2016, Numar, 6730
In spitale - total, Proprietate publica, Iasi, Anul 2017, Numar, 6722
In spitale - total, Proprietate publica, Neamt, Anul 1997, Numar, 3155
In spitale - total, Proprietate publica, Neamt, Anul 1998, Numar, 3155
In spitale - total, Proprietate publica, Neamt, Anul 1999, Numar, 3155
In spitale - total, Proprietate publica, Neamt, Anul 2000, Numar, 3040
In spitale - total, Proprietate publica, Neamt, Anul 2001, Numar, 3045
In spitale - total, Proprietate publica, Neamt, Anul 2002, Numar, 2906
In spitale - total, Proprietate publica, Neamt, Anul 2003, Numar, 2580
In spitale - total, Proprietate publica, Neamt, Anul 2004, Numar, 2770
In spitale - total, Proprietate publica, Neamt, Anul 2005, Numar, 2850
In spitale - total, Proprietate publica, Neamt, Anul 2006, Numar, 2850
In spitale - total, Proprietate publica, Neamt, Anul 2007, Numar, 2698
In spitale - total, Proprietate publica, Neamt, Anul 2008, Numar, 2700
In spitale - total, Proprietate publica, Neamt, Anul 2009, Numar, 2700
In spitale - total, Proprietate publica, Neamt, Anul 2010, Numar, 2411
In spitale - total, Proprietate publica, Neamt, Anul 2011, Numar, 2259
In spitale - total, Proprietate publica, Neamt, Anul 2012, Numar, 2259
In spitale - total, Proprietate publica, Neamt, Anul 2013, Numar, 2259
In spitale - total, Proprietate publica, Neamt, Anul 2014, Numar, 2250
In spitale - total, Proprietate publica, Neamt, Anul 2015, Numar, 2250
In spitale - total, Proprietate publica, Neamt, Anul 2016, Numar, 2250
In spitale - total, Proprietate publica, Neamt, Anul 2017, Numar, 2250
In spitale - total, Proprietate publica, Suceava, Anul 1997, Numar, 4371
In spitale - total, Proprietate publica, Suceava, Anul 1998, Numar, 4371
In spitale - total, Proprietate publica, Suceava, Anul 1999, Numar, 4361
In spitale - total, Proprietate publica, Suceava, Anul 2000, Numar, 4017
In spitale - total, Proprietate publica, Suceava, Anul 2001, Numar, 4017
In spitale - total, Proprietate publica, Suceava, Anul 2002, Numar, 3723
In spitale - total, Proprietate publica, Suceava, Anul 2003, Numar, 3445
In spitale - total, Proprietate publica, Suceava, Anul 2004, Numar, 3371
In spitale - total, Proprietate publica, Suceava, Anul 2005, Numar, 3364
In spitale - total, Proprietate publica, Suceava, Anul 2006, Numar, 3430
In spitale - total, Proprietate publica, Suceava, Anul 2007, Numar, 3251
In spitale - total, Proprietate publica, Suceava, Anul 2008, Numar, 3247
In spitale - total, Proprietate publica, Suceava, Anul 2009, Numar, 3247
In spitale - total, Proprietate publica, Suceava, Anul 2010, Numar, 2965
In spitale - total, Proprietate publica, Suceava, Anul 2011, Numar, 2895
In spitale - total, Proprietate publica, Suceava, Anul 2012, Numar, 2902
In spitale - total, Proprietate publica, Suceava, Anul 2013, Numar, 2902
In spitale - total, Proprietate publica, Suceava, Anul 2014, Numar, 2866
In spitale - total, Proprietate publica, Suceava, Anul 2015, Numar, 2866
In spitale - total, Proprietate publica, Suceava, Anul 2016, Numar, 2866
In spitale - total, Proprietate publica, Suceava, Anul 2017, Numar, 2866
In spitale - total, Proprietate publica, Vaslui, Anul 1997, Numar, 3131
In spitale - total, Proprietate publica, Vaslui, Anul 1998, Numar, 3131
In spitale - total, Proprietate publica, Vaslui, Anul 1999, Numar, 3131
In spitale - total, Proprietate publica, Vaslui, Anul 2000, Numar, 3131
In spitale - total, Proprietate publica, Vaslui, Anul 2001, Numar, 3101
In spitale - total, Proprietate publica, Vaslui, Anul 2002, Numar, 2995
In spitale - total, Proprietate publica, Vaslui, Anul 2003, Numar, 2662
In spitale - total, Proprietate publica, Vaslui, Anul 2004, Numar, 2542
In spitale - total, Proprietate publica, Vaslui, Anul 2005, Numar, 2542
In spitale - total, Proprietate publica, Vaslui, Anul 2006, Numar, 2542
In spitale - total, Proprietate publica, Vaslui, Anul 2007, Numar, 2537
In spitale - total, Proprietate publica, Vaslui, Anul 2008, Numar, 2552
In spitale - total, Proprietate publica, Vaslui, Anul 2009, Numar, 2552
In spitale - total, Proprietate publica, Vaslui, Anul 2010, Numar, 2265
In spitale - total, Proprietate publica, Vaslui, Anul 2011, Numar, 2102
In spitale - total, Proprietate publica, Vaslui, Anul 2012, Numar, 2102
In spitale - total, Proprietate publica, Vaslui, Anul 2013, Numar, 2102
In spitale - total, Proprietate publica, Vaslui, Anul 2014, Numar, 2102
In spitale - total, Proprietate publica, Vaslui, Anul 2015, Numar, 2102
In spitale - total, Proprietate publica, Vaslui, Anul 2016, Numar, 1977
In spitale - total, Proprietate publica, Vaslui, Anul 2017, Numar, 1977
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 1997, Numar, 17469
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 1998, Numar, 17346
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 1999, Numar, 17345
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2000, Numar, 18058
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2001, Numar, 18014
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2002, Numar, 17260
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2003, Numar, 15486
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2004, Numar, 15483
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2005, Numar, 15478
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2006, Numar, 15381
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2007, Numar, 14897
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2008, Numar, 14848
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2009, Numar, 14805
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2010, Numar, 13551
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2011, Numar, 13282
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2012, Numar, 13272
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2013, Numar, 13262
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2014, Numar, 13345
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2015, Numar, 13330
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2016, Numar, 13350
In spitale - total, Proprietate publica, Regiunea SUD-EST, Anul 2017, Numar, 13344
In spitale - total, Proprietate publica, Braila, Anul 1997, Numar, 2661
In spitale - total, Proprietate publica, Braila, Anul 1998, Numar, 2661
In spitale - total, Proprietate publica, Braila, Anul 1999, Numar, 2661
In spitale - total, Proprietate publica, Braila, Anul 2000, Numar, 2561
In spitale - total, Proprietate publica, Braila, Anul 2001, Numar, 2561
In spitale - total, Proprietate publica, Braila, Anul 2002, Numar, 2463
In spitale - total, Proprietate publica, Braila, Anul 2003, Numar, 2182
In spitale - total, Proprietate publica, Braila, Anul 2004, Numar, 2162
In spitale - total, Proprietate publica, Braila, Anul 2005, Numar, 2162
In spitale - total, Proprietate publica, Braila, Anul 2006, Numar, 2162
In spitale - total, Proprietate publica, Braila, Anul 2007, Numar, 2025
In spitale - total, Proprietate publica, Braila, Anul 2008, Numar, 2085
In spitale - total, Proprietate publica, Braila, Anul 2009, Numar, 2085
In spitale - total, Proprietate publica, Braila, Anul 2010, Numar, 1836
In spitale - total, Proprietate publica, Braila, Anul 2011, Numar, 1836
In spitale - total, Proprietate publica, Braila, Anul 2012, Numar, 1836
In spitale - total, Proprietate publica, Braila, Anul 2013, Numar, 1836
In spitale - total, Proprietate publica, Braila, Anul 2014, Numar, 1854
In spitale - total, Proprietate publica, Braila, Anul 2015, Numar, 1854
In spitale - total, Proprietate publica, Braila, Anul 2016, Numar, 1854
In spitale - total, Proprietate publica, Braila, Anul 2017, Numar, 1854
In spitale - total, Proprietate publica, Buzau, Anul 1997, Numar, 3164
In spitale - total, Proprietate publica, Buzau, Anul 1998, Numar, 3114
In spitale - total, Proprietate publica, Buzau, Anul 1999, Numar, 3102
In spitale - total, Proprietate publica, Buzau, Anul 2000, Numar, 3102
In spitale - total, Proprietate publica, Buzau, Anul 2001, Numar, 3013
In spitale - total, Proprietate publica, Buzau, Anul 2002, Numar, 2862
In spitale - total, Proprietate publica, Buzau, Anul 2003, Numar, 2563
In spitale - total, Proprietate publica, Buzau, Anul 2004, Numar, 2563
In spitale - total, Proprietate publica, Buzau, Anul 2005, Numar, 2573
In spitale - total, Proprietate publica, Buzau, Anul 2006, Numar, 2663
In spitale - total, Proprietate publica, Buzau, Anul 2007, Numar, 2605
In spitale - total, Proprietate publica, Buzau, Anul 2008, Numar, 2605
In spitale - total, Proprietate publica, Buzau, Anul 2009, Numar, 2650
In spitale - total, Proprietate publica, Buzau, Anul 2010, Numar, 2430
In spitale - total, Proprietate publica, Buzau, Anul 2011, Numar, 2365
In spitale - total, Proprietate publica, Buzau, Anul 2012, Numar, 2365
In spitale - total, Proprietate publica, Buzau, Anul 2013, Numar, 2375
In spitale - total, Proprietate publica, Buzau, Anul 2014, Numar, 2375
In spitale - total, Proprietate publica, Buzau, Anul 2015, Numar, 2375
In spitale - total, Proprietate publica, Buzau, Anul 2016, Numar, 2395
In spitale - total, Proprietate publica, Buzau, Anul 2017, Numar, 2395
In spitale - total, Proprietate publica, Constanta, Anul 1997, Numar, 4463
In spitale - total, Proprietate publica, Constanta, Anul 1998, Numar, 4390
In spitale - total, Proprietate publica, Constanta, Anul 1999, Numar, 4400
In spitale - total, Proprietate publica, Constanta, Anul 2000, Numar, 4925
In spitale - total, Proprietate publica, Constanta, Anul 2001, Numar, 4945
In spitale - total, Proprietate publica, Constanta, Anul 2002, Numar, 4646
In spitale - total, Proprietate publica, Constanta, Anul 2003, Numar, 4196
In spitale - total, Proprietate publica, Constanta, Anul 2004, Numar, 4212
In spitale - total, Proprietate publica, Constanta, Anul 2005, Numar, 4222
In spitale - total, Proprietate publica, Constanta, Anul 2006, Numar, 4134
In spitale - total, Proprietate publica, Constanta, Anul 2007, Numar, 4105
In spitale - total, Proprietate publica, Constanta, Anul 2008, Numar, 4086
In spitale - total, Proprietate publica, Constanta, Anul 2009, Numar, 4155
In spitale - total, Proprietate publica, Constanta, Anul 2010, Numar, 4031
In spitale - total, Proprietate publica, Constanta, Anul 2011, Numar, 3998
In spitale - total, Proprietate publica, Constanta, Anul 2012, Numar, 3998
In spitale - total, Proprietate publica, Constanta, Anul 2013, Numar, 3994
In spitale - total, Proprietate publica, Constanta, Anul 2014, Numar, 3994
In spitale - total, Proprietate publica, Constanta, Anul 2015, Numar, 3994
In spitale - total, Proprietate publica, Constanta, Anul 2016, Numar, 3994
In spitale - total, Proprietate publica, Constanta, Anul 2017, Numar, 3994
In spitale - total, Proprietate publica, Galati, Anul 1997, Numar, 3830
In spitale - total, Proprietate publica, Galati, Anul 1998, Numar, 3830
In spitale - total, Proprietate publica, Galati, Anul 1999, Numar, 3830
In spitale - total, Proprietate publica, Galati, Anul 2000, Numar, 3923
In spitale - total, Proprietate publica, Galati, Anul 2001, Numar, 3948
In spitale - total, Proprietate publica, Galati, Anul 2002, Numar, 3901
In spitale - total, Proprietate publica, Galati, Anul 2003, Numar, 3482
In spitale - total, Proprietate publica, Galati, Anul 2004, Numar, 3450
In spitale - total, Proprietate publica, Galati, Anul 2005, Numar, 3425
In spitale - total, Proprietate publica, Galati, Anul 2006, Numar, 3425
In spitale - total, Proprietate publica, Galati, Anul 2007, Numar, 3360
In spitale - total, Proprietate publica, Galati, Anul 2008, Numar, 3315
In spitale - total, Proprietate publica, Galati, Anul 2009, Numar, 3315
In spitale - total, Proprietate publica, Galati, Anul 2010, Numar, 2997
In spitale - total, Proprietate publica, Galati, Anul 2011, Numar, 2962
In spitale - total, Proprietate publica, Galati, Anul 2012, Numar, 2967
In spitale - total, Proprietate publica, Galati, Anul 2013, Numar, 2952
In spitale - total, Proprietate publica, Galati, Anul 2014, Numar, 2977
In spitale - total, Proprietate publica, Galati, Anul 2015, Numar, 2977
In spitale - total, Proprietate publica, Galati, Anul 2016, Numar, 2977
In spitale - total, Proprietate publica, Galati, Anul 2017, Numar, 2977
In spitale - total, Proprietate publica, Tulcea, Anul 1997, Numar, 1538
In spitale - total, Proprietate publica, Tulcea, Anul 1998, Numar, 1538
In spitale - total, Proprietate publica, Tulcea, Anul 1999, Numar, 1538
In spitale - total, Proprietate publica, Tulcea, Anul 2000, Numar, 1448
In spitale - total, Proprietate publica, Tulcea, Anul 2001, Numar, 1448
In spitale - total, Proprietate publica, Tulcea, Anul 2002, Numar, 1410
In spitale - total, Proprietate publica, Tulcea, Anul 2003, Numar, 1243
In spitale - total, Proprietate publica, Tulcea, Anul 2004, Numar, 1282
In spitale - total, Proprietate publica, Tulcea, Anul 2005, Numar, 1282
In spitale - total, Proprietate publica, Tulcea, Anul 2006, Numar, 1282
In spitale - total, Proprietate publica, Tulcea, Anul 2007, Numar, 1207
In spitale - total, Proprietate publica, Tulcea, Anul 2008, Numar, 1202
In spitale - total, Proprietate publica, Tulcea, Anul 2009, Numar, 1039
In spitale - total, Proprietate publica, Tulcea, Anul 2010, Numar, 865
In spitale - total, Proprietate publica, Tulcea, Anul 2011, Numar, 830
In spitale - total, Proprietate publica, Tulcea, Anul 2012, Numar, 830
In spitale - total, Proprietate publica, Tulcea, Anul 2013, Numar, 830
In spitale - total, Proprietate publica, Tulcea, Anul 2014, Numar, 830
In spitale - total, Proprietate publica, Tulcea, Anul 2015, Numar, 815
In spitale - total, Proprietate publica, Tulcea, Anul 2016, Numar, 815
In spitale - total, Proprietate publica, Tulcea, Anul 2017, Numar, 809
In spitale - total, Proprietate publica, Vrancea, Anul 1997, Numar, 1813
In spitale - total, Proprietate publica, Vrancea, Anul 1998, Numar, 1813
In spitale - total, Proprietate publica, Vrancea, Anul 1999, Numar, 1814
In spitale - total, Proprietate publica, Vrancea, Anul 2000, Numar, 2099
In spitale - total, Proprietate publica, Vrancea, Anul 2001, Numar, 2099
In spitale - total, Proprietate publica, Vrancea, Anul 2002, Numar, 1978
In spitale - total, Proprietate publica, Vrancea, Anul 2003, Numar, 1820
In spitale - total, Proprietate publica, Vrancea, Anul 2004, Numar, 1814
In spitale - total, Proprietate publica, Vrancea, Anul 2005, Numar, 1814
In spitale - total, Proprietate publica, Vrancea, Anul 2006, Numar, 1715
In spitale - total, Proprietate publica, Vrancea, Anul 2007, Numar, 1595
In spitale - total, Proprietate publica, Vrancea, Anul 2008, Numar, 1555
In spitale - total, Proprietate publica, Vrancea, Anul 2009, Numar, 1561
In spitale - total, Proprietate publica, Vrancea, Anul 2010, Numar, 1392
In spitale - total, Proprietate publica, Vrancea, Anul 2011, Numar, 1291
In spitale - total, Proprietate publica, Vrancea, Anul 2012, Numar, 1276
In spitale - total, Proprietate publica, Vrancea, Anul 2013, Numar, 1275
In spitale - total, Proprietate publica, Vrancea, Anul 2014, Numar, 1315
In spitale - total, Proprietate publica, Vrancea, Anul 2015, Numar, 1315
In spitale - total, Proprietate publica, Vrancea, Anul 2016, Numar, 1315
In spitale - total, Proprietate publica, Vrancea, Anul 2017, Numar, 1315
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 1997, Numar, 41207
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 1998, Numar, 40453
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 1999, Numar, 40485
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2000, Numar, 42693
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2001, Numar, 43247
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2002, Numar, 43138
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2003, Numar, 39039
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2004, Numar, 38567
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2005, Numar, 38753
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2006, Numar, 38244
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2007, Numar, 36760
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2008, Numar, 37289
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2009, Numar, 37676
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2010, Numar, 36646
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2011, Numar, 35434
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2012, Numar, 35701
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2013, Numar, 35797
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2014, Numar, 35712
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2015, Numar, 35922
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2016, Numar, 35866
In spitale - total, Proprietate publica, MACROREGIUNEA TREI, Anul 2017, Numar, 35786
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 1997, Numar, 19479
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 1998, Numar, 19072
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 1999, Numar, 19209
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2000, Numar, 19211
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2001, Numar, 19480
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2002, Numar, 18606
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2003, Numar, 15870
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2004, Numar, 15569
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2005, Numar, 15688
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2006, Numar, 15668
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2007, Numar, 15090
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2008, Numar, 15001
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2009, Numar, 15550
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2010, Numar, 14743
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2011, Numar, 14178
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2012, Numar, 14455
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2013, Numar, 14508
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2014, Numar, 14497
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2015, Numar, 14331
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2016, Numar, 14267
In spitale - total, Proprietate publica, Regiunea SUD-MUNTENIA, Anul 2017, Numar, 14234
In spitale - total, Proprietate publica, Arges, Anul 1997, Numar, 3930
In spitale - total, Proprietate publica, Arges, Anul 1998, Numar, 3763
In spitale - total, Proprietate publica, Arges, Anul 1999, Numar, 3769
In spitale - total, Proprietate publica, Arges, Anul 2000, Numar, 4079
In spitale - total, Proprietate publica, Arges, Anul 2001, Numar, 4427
In spitale - total, Proprietate publica, Arges, Anul 2002, Numar, 4321
In spitale - total, Proprietate publica, Arges, Anul 2003, Numar, 4267
In spitale - total, Proprietate publica, Arges, Anul 2004, Numar, 4165
In spitale - total, Proprietate publica, Arges, Anul 2005, Numar, 4052
In spitale - total, Proprietate publica, Arges, Anul 2006, Numar, 4050
In spitale - total, Proprietate publica, Arges, Anul 2007, Numar, 3890
In spitale - total, Proprietate publica, Arges, Anul 2008, Numar, 3888
In spitale - total, Proprietate publica, Arges, Anul 2009, Numar, 3866
In spitale - total, Proprietate publica, Arges, Anul 2010, Numar, 3575
In spitale - total, Proprietate publica, Arges, Anul 2011, Numar, 3339
In spitale - total, Proprietate publica, Arges, Anul 2012, Numar, 3366
In spitale - total, Proprietate publica, Arges, Anul 2013, Numar, 3366
In spitale - total, Proprietate publica, Arges, Anul 2014, Numar, 3366
In spitale - total, Proprietate publica, Arges, Anul 2015, Numar, 3361
In spitale - total, Proprietate publica, Arges, Anul 2016, Numar, 3297
In spitale - total, Proprietate publica, Arges, Anul 2017, Numar, 3297
In spitale - total, Proprietate publica, Calarasi, Anul 1997, Numar, 1872
In spitale - total, Proprietate publica, Calarasi, Anul 1998, Numar, 1872
In spitale - total, Proprietate publica, Calarasi, Anul 1999, Numar, 1875
In spitale - total, Proprietate publica, Calarasi, Anul 2000, Numar, 1657
In spitale - total, Proprietate publica, Calarasi, Anul 2001, Numar, 1663
In spitale - total, Proprietate publica, Calarasi, Anul 2002, Numar, 1603
In spitale - total, Proprietate publica, Calarasi, Anul 2003, Numar, 1317
In spitale - total, Proprietate publica, Calarasi, Anul 2004, Numar, 1333
In spitale - total, Proprietate publica, Calarasi, Anul 2005, Numar, 1371
In spitale - total, Proprietate publica, Calarasi, Anul 2006, Numar, 1371
In spitale - total, Proprietate publica, Calarasi, Anul 2007, Numar, 1348
In spitale - total, Proprietate publica, Calarasi, Anul 2008, Numar, 1290
In spitale - total, Proprietate publica, Calarasi, Anul 2009, Numar, 1307
