Categorii de personal sanitar, Forme de proprietate , Sexe, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar persoane, Valoare
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2000, Numar persoane, 38
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2001, Numar persoane, 42
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2002, Numar persoane, 47
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2003, Numar persoane, 42
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2004, Numar persoane, 41
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2005, Numar persoane, 42
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2006, Numar persoane, 39
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2007, Numar persoane, 35
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2008, Numar persoane, 34
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2009, Numar persoane, 37
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2010, Numar persoane, 37
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2011, Numar persoane, 44
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2012, Numar persoane, 52
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2013, Numar persoane, 54
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2014, Numar persoane, 54
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2015, Numar persoane, 8
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2016, Numar persoane, 8
Stomatologi, Proprietate publica, Total, Ialomita, Anul 2017, Numar persoane, 8
Stomatologi, Proprietate publica, Total, Prahova, Anul 1990, Numar persoane, 249
Stomatologi, Proprietate publica, Total, Prahova, Anul 1991, Numar persoane, 236
Stomatologi, Proprietate publica, Total, Prahova, Anul 1992, Numar persoane, 226
Stomatologi, Proprietate publica, Total, Prahova, Anul 1993, Numar persoane, 217
Stomatologi, Proprietate publica, Total, Prahova, Anul 1994, Numar persoane, 194
Stomatologi, Proprietate publica, Total, Prahova, Anul 1995, Numar persoane, 214
Stomatologi, Proprietate publica, Total, Prahova, Anul 1996, Numar persoane, 219
Stomatologi, Proprietate publica, Total, Prahova, Anul 1997, Numar persoane, 164
Stomatologi, Proprietate publica, Total, Prahova, Anul 1998, Numar persoane, 170
Stomatologi, Proprietate publica, Total, Prahova, Anul 1999, Numar persoane, 147
Stomatologi, Proprietate publica, Total, Prahova, Anul 2000, Numar persoane, 149
Stomatologi, Proprietate publica, Total, Prahova, Anul 2001, Numar persoane, 184
Stomatologi, Proprietate publica, Total, Prahova, Anul 2002, Numar persoane, 146
Stomatologi, Proprietate publica, Total, Prahova, Anul 2003, Numar persoane, 149
Stomatologi, Proprietate publica, Total, Prahova, Anul 2004, Numar persoane, 111
Stomatologi, Proprietate publica, Total, Prahova, Anul 2005, Numar persoane, 134
Stomatologi, Proprietate publica, Total, Prahova, Anul 2006, Numar persoane, 130
Stomatologi, Proprietate publica, Total, Prahova, Anul 2007, Numar persoane, 115
Stomatologi, Proprietate publica, Total, Prahova, Anul 2008, Numar persoane, 120
Stomatologi, Proprietate publica, Total, Prahova, Anul 2009, Numar persoane, 101
Stomatologi, Proprietate publica, Total, Prahova, Anul 2010, Numar persoane, 96
Stomatologi, Proprietate publica, Total, Prahova, Anul 2011, Numar persoane, 102
Stomatologi, Proprietate publica, Total, Prahova, Anul 2012, Numar persoane, 87
Stomatologi, Proprietate publica, Total, Prahova, Anul 2013, Numar persoane, 19
Stomatologi, Proprietate publica, Total, Prahova, Anul 2014, Numar persoane, 19
Stomatologi, Proprietate publica, Total, Prahova, Anul 2015, Numar persoane, 19
Stomatologi, Proprietate publica, Total, Prahova, Anul 2016, Numar persoane, 20
Stomatologi, Proprietate publica, Total, Prahova, Anul 2017, Numar persoane, 20
Stomatologi, Proprietate publica, Total, Teleorman, Anul 1990, Numar persoane, 105
Stomatologi, Proprietate publica, Total, Teleorman, Anul 1991, Numar persoane, 93
Stomatologi, Proprietate publica, Total, Teleorman, Anul 1992, Numar persoane, 86
Stomatologi, Proprietate publica, Total, Teleorman, Anul 1993, Numar persoane, 84
Stomatologi, Proprietate publica, Total, Teleorman, Anul 1994, Numar persoane, 73
Stomatologi, Proprietate publica, Total, Teleorman, Anul 1995, Numar persoane, 72
Stomatologi, Proprietate publica, Total, Teleorman, Anul 1996, Numar persoane, 72
Stomatologi, Proprietate publica, Total, Teleorman, Anul 1997, Numar persoane, 67
Stomatologi, Proprietate publica, Total, Teleorman, Anul 1998, Numar persoane, 60
Stomatologi, Proprietate publica, Total, Teleorman, Anul 1999, Numar persoane, 30
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2000, Numar persoane, 47
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2001, Numar persoane, 52
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2002, Numar persoane, 50
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2003, Numar persoane, 50
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2004, Numar persoane, 52
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2005, Numar persoane, 56
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2006, Numar persoane, 59
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2007, Numar persoane, 45
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2008, Numar persoane, 11
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2009, Numar persoane, 14
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2010, Numar persoane, 62
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2011, Numar persoane, 61
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2012, Numar persoane, 62
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2013, Numar persoane, 14
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2014, Numar persoane, 15
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2015, Numar persoane, 15
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2016, Numar persoane, 15
Stomatologi, Proprietate publica, Total, Teleorman, Anul 2017, Numar persoane, 14
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 1990, Numar persoane, 885
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 1991, Numar persoane, 987
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 1992, Numar persoane, 1084
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 1993, Numar persoane, 1270
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 1994, Numar persoane, 1249
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 1995, Numar persoane, 1137
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar persoane, 1091
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar persoane, 1102
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 1093
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 1092
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 939
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 823
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 667
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 637
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 822
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 870
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 715
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 592
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 595
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 604
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 655
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 663
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 597
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 619
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2014, Numar persoane, 721
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2015, Numar persoane, 431
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2016, Numar persoane, 392
Stomatologi, Proprietate publica, Total, Regiunea BUCURESTI - ILFOV, Anul 2017, Numar persoane, 364
Stomatologi, Proprietate publica, Total, Ilfov, Anul 1996, Numar persoane, 55
Stomatologi, Proprietate publica, Total, Ilfov, Anul 1997, Numar persoane, 62
Stomatologi, Proprietate publica, Total, Ilfov, Anul 1998, Numar persoane, 58
Stomatologi, Proprietate publica, Total, Ilfov, Anul 1999, Numar persoane, 57
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2000, Numar persoane, 53
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2001, Numar persoane, 56
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2002, Numar persoane, 57
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2003, Numar persoane, 53
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2004, Numar persoane, 50
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2005, Numar persoane, 51
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2006, Numar persoane, 50
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2007, Numar persoane, 50
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2008, Numar persoane, 58
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2009, Numar persoane, 46
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2010, Numar persoane, 46
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2011, Numar persoane, 44
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2012, Numar persoane, 8
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2013, Numar persoane, 8
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2014, Numar persoane, 6
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2015, Numar persoane, 7
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2016, Numar persoane, 7
Stomatologi, Proprietate publica, Total, Ilfov, Anul 2017, Numar persoane, 8
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 1996, Numar persoane, 1036
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 1997, Numar persoane, 1040
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 1998, Numar persoane, 1035
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 1999, Numar persoane, 1035
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2000, Numar persoane, 886
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2001, Numar persoane, 767
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2002, Numar persoane, 610
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2003, Numar persoane, 584
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2004, Numar persoane, 772
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2005, Numar persoane, 819
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2006, Numar persoane, 665
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2007, Numar persoane, 542
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2008, Numar persoane, 537
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2009, Numar persoane, 558
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2010, Numar persoane, 609
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2011, Numar persoane, 619
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2012, Numar persoane, 589
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2013, Numar persoane, 611
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2014, Numar persoane, 715
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2015, Numar persoane, 424
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2016, Numar persoane, 385
Stomatologi, Proprietate publica, Total, Municipiul Bucuresti, Anul 2017, Numar persoane, 356
Stomatologi, Proprietate publica, Total, Mun. Bucuresti -incl. SAI, Anul 1990, Numar persoane, 885
Stomatologi, Proprietate publica, Total, Mun. Bucuresti -incl. SAI, Anul 1991, Numar persoane, 987
Stomatologi, Proprietate publica, Total, Mun. Bucuresti -incl. SAI, Anul 1992, Numar persoane, 1084
Stomatologi, Proprietate publica, Total, Mun. Bucuresti -incl. SAI, Anul 1993, Numar persoane, 1270
Stomatologi, Proprietate publica, Total, Mun. Bucuresti -incl. SAI, Anul 1994, Numar persoane, 1249
Stomatologi, Proprietate publica, Total, Mun. Bucuresti -incl. SAI, Anul 1995, Numar persoane, 1137
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 1990, Numar persoane, 1173
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 1991, Numar persoane, 1124
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 1992, Numar persoane, 1150
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 1993, Numar persoane, 1118
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 1994, Numar persoane, 1070
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 1995, Numar persoane, 1078
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 1996, Numar persoane, 1067
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 1997, Numar persoane, 937
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 1998, Numar persoane, 973
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 1999, Numar persoane, 888
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2000, Numar persoane, 997
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2001, Numar persoane, 954
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2002, Numar persoane, 919
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2003, Numar persoane, 763
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2004, Numar persoane, 905
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2005, Numar persoane, 800
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2006, Numar persoane, 785
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2007, Numar persoane, 767
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2008, Numar persoane, 768
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2009, Numar persoane, 765
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2010, Numar persoane, 590
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2011, Numar persoane, 548
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2012, Numar persoane, 513
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2013, Numar persoane, 485
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2014, Numar persoane, 524
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2015, Numar persoane, 325
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2016, Numar persoane, 350
Stomatologi, Proprietate publica, Total, MACROREGIUNEA PATRU, Anul 2017, Numar persoane, 370
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 1990, Numar persoane, 494
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 1991, Numar persoane, 450
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 1992, Numar persoane, 451
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 1993, Numar persoane, 446
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 416
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 424
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 422
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 375
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 376
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 367
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 257
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 338
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 359
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 346
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 376
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 395
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 373
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 333
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 339
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 340
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 336
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 298
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 309
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 263
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 283
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2015, Numar persoane, 141
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2016, Numar persoane, 157
Stomatologi, Proprietate publica, Total, Regiunea SUD-VEST OLTENIA, Anul 2017, Numar persoane, 178
Stomatologi, Proprietate publica, Total, Dolj, Anul 1990, Numar persoane, 166
Stomatologi, Proprietate publica, Total, Dolj, Anul 1991, Numar persoane, 164
Stomatologi, Proprietate publica, Total, Dolj, Anul 1992, Numar persoane, 146
Stomatologi, Proprietate publica, Total, Dolj, Anul 1993, Numar persoane, 151
Stomatologi, Proprietate publica, Total, Dolj, Anul 1994, Numar persoane, 142
Stomatologi, Proprietate publica, Total, Dolj, Anul 1995, Numar persoane, 158
Stomatologi, Proprietate publica, Total, Dolj, Anul 1996, Numar persoane, 150
Stomatologi, Proprietate publica, Total, Dolj, Anul 1997, Numar persoane, 134
Stomatologi, Proprietate publica, Total, Dolj, Anul 1998, Numar persoane, 137
Stomatologi, Proprietate publica, Total, Dolj, Anul 1999, Numar persoane, 133
Stomatologi, Proprietate publica, Total, Dolj, Anul 2000, Numar persoane, 71
Stomatologi, Proprietate publica, Total, Dolj, Anul 2001, Numar persoane, 136
Stomatologi, Proprietate publica, Total, Dolj, Anul 2002, Numar persoane, 145
Stomatologi, Proprietate publica, Total, Dolj, Anul 2003, Numar persoane, 142
Stomatologi, Proprietate publica, Total, Dolj, Anul 2004, Numar persoane, 168
Stomatologi, Proprietate publica, Total, Dolj, Anul 2005, Numar persoane, 179
Stomatologi, Proprietate publica, Total, Dolj, Anul 2006, Numar persoane, 160
Stomatologi, Proprietate publica, Total, Dolj, Anul 2007, Numar persoane, 118
Stomatologi, Proprietate publica, Total, Dolj, Anul 2008, Numar persoane, 128
Stomatologi, Proprietate publica, Total, Dolj, Anul 2009, Numar persoane, 128
Stomatologi, Proprietate publica, Total, Dolj, Anul 2010, Numar persoane, 132
Stomatologi, Proprietate publica, Total, Dolj, Anul 2011, Numar persoane, 130
Stomatologi, Proprietate publica, Total, Dolj, Anul 2012, Numar persoane, 143
Stomatologi, Proprietate publica, Total, Dolj, Anul 2013, Numar persoane, 162
Stomatologi, Proprietate publica, Total, Dolj, Anul 2014, Numar persoane, 174
Stomatologi, Proprietate publica, Total, Dolj, Anul 2015, Numar persoane, 97
Stomatologi, Proprietate publica, Total, Dolj, Anul 2016, Numar persoane, 110
Stomatologi, Proprietate publica, Total, Dolj, Anul 2017, Numar persoane, 129
Stomatologi, Proprietate publica, Total, Gorj, Anul 1990, Numar persoane, 71
Stomatologi, Proprietate publica, Total, Gorj, Anul 1991, Numar persoane, 65
Stomatologi, Proprietate publica, Total, Gorj, Anul 1992, Numar persoane, 68
Stomatologi, Proprietate publica, Total, Gorj, Anul 1993, Numar persoane, 68
Stomatologi, Proprietate publica, Total, Gorj, Anul 1994, Numar persoane, 64
Stomatologi, Proprietate publica, Total, Gorj, Anul 1995, Numar persoane, 66
Stomatologi, Proprietate publica, Total, Gorj, Anul 1996, Numar persoane, 70
Stomatologi, Proprietate publica, Total, Gorj, Anul 1997, Numar persoane, 60
Stomatologi, Proprietate publica, Total, Gorj, Anul 1998, Numar persoane, 55
Stomatologi, Proprietate publica, Total, Gorj, Anul 1999, Numar persoane, 53
Stomatologi, Proprietate publica, Total, Gorj, Anul 2000, Numar persoane, 42
Stomatologi, Proprietate publica, Total, Gorj, Anul 2001, Numar persoane, 44
Stomatologi, Proprietate publica, Total, Gorj, Anul 2002, Numar persoane, 55
Stomatologi, Proprietate publica, Total, Gorj, Anul 2003, Numar persoane, 56
Stomatologi, Proprietate publica, Total, Gorj, Anul 2004, Numar persoane, 51
Stomatologi, Proprietate publica, Total, Gorj, Anul 2005, Numar persoane, 58
Stomatologi, Proprietate publica, Total, Gorj, Anul 2006, Numar persoane, 63
Stomatologi, Proprietate publica, Total, Gorj, Anul 2007, Numar persoane, 65
Stomatologi, Proprietate publica, Total, Gorj, Anul 2008, Numar persoane, 67
Stomatologi, Proprietate publica, Total, Gorj, Anul 2009, Numar persoane, 70
Stomatologi, Proprietate publica, Total, Gorj, Anul 2010, Numar persoane, 64
Stomatologi, Proprietate publica, Total, Gorj, Anul 2011, Numar persoane, 53
Stomatologi, Proprietate publica, Total, Gorj, Anul 2012, Numar persoane, 52
Stomatologi, Proprietate publica, Total, Gorj, Anul 2013, Numar persoane, 4
Stomatologi, Proprietate publica, Total, Gorj, Anul 2014, Numar persoane, 4
Stomatologi, Proprietate publica, Total, Gorj, Anul 2015, Numar persoane, 5
Stomatologi, Proprietate publica, Total, Gorj, Anul 2016, Numar persoane, 6
Stomatologi, Proprietate publica, Total, Gorj, Anul 2017, Numar persoane, 9
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 1990, Numar persoane, 68
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 1991, Numar persoane, 59
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 1992, Numar persoane, 60
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 1993, Numar persoane, 58
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 1994, Numar persoane, 55
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 1995, Numar persoane, 51
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 1996, Numar persoane, 53
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 1997, Numar persoane, 44
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 1998, Numar persoane, 51
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 1999, Numar persoane, 50
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2000, Numar persoane, 49
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2001, Numar persoane, 45
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2002, Numar persoane, 43
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2003, Numar persoane, 34
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2004, Numar persoane, 40
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2005, Numar persoane, 41
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2006, Numar persoane, 40
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2007, Numar persoane, 38
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2008, Numar persoane, 44
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2009, Numar persoane, 45
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2010, Numar persoane, 45
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2011, Numar persoane, 50
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2012, Numar persoane, 49
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2013, Numar persoane, 52
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2014, Numar persoane, 58
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2015, Numar persoane, 14
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2016, Numar persoane, 15
Stomatologi, Proprietate publica, Total, Mehedinti, Anul 2017, Numar persoane, 14
Stomatologi, Proprietate publica, Total, Olt, Anul 1990, Numar persoane, 87
Stomatologi, Proprietate publica, Total, Olt, Anul 1991, Numar persoane, 70
Stomatologi, Proprietate publica, Total, Olt, Anul 1992, Numar persoane, 73
Stomatologi, Proprietate publica, Total, Olt, Anul 1993, Numar persoane, 73
Stomatologi, Proprietate publica, Total, Olt, Anul 1994, Numar persoane, 67
Stomatologi, Proprietate publica, Total, Olt, Anul 1995, Numar persoane, 65
Stomatologi, Proprietate publica, Total, Olt, Anul 1996, Numar persoane, 63
Stomatologi, Proprietate publica, Total, Olt, Anul 1997, Numar persoane, 56
Stomatologi, Proprietate publica, Total, Olt, Anul 1998, Numar persoane, 49
Stomatologi, Proprietate publica, Total, Olt, Anul 1999, Numar persoane, 40
Stomatologi, Proprietate publica, Total, Olt, Anul 2000, Numar persoane, 37
Stomatologi, Proprietate publica, Total, Olt, Anul 2001, Numar persoane, 44
Stomatologi, Proprietate publica, Total, Olt, Anul 2002, Numar persoane, 47
Stomatologi, Proprietate publica, Total, Olt, Anul 2003, Numar persoane, 50
Stomatologi, Proprietate publica, Total, Olt, Anul 2004, Numar persoane, 53
Stomatologi, Proprietate publica, Total, Olt, Anul 2005, Numar persoane, 49
Stomatologi, Proprietate publica, Total, Olt, Anul 2006, Numar persoane, 55
Stomatologi, Proprietate publica, Total, Olt, Anul 2007, Numar persoane, 58
Stomatologi, Proprietate publica, Total, Olt, Anul 2008, Numar persoane, 57
Stomatologi, Proprietate publica, Total, Olt, Anul 2009, Numar persoane, 57
