Unitati  capacitate  cheltuieli de functionare, Macroregiuni  regiuni de dezvoltare si judete, Ani, Um: Numar, Valoare
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2007, Numar persoane, 3905
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2008, Numar persoane, 4389
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2009, Numar persoane, 3531
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2010, Numar persoane, 3768
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2011, Numar persoane, 2576
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2012, Numar persoane, 2870
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2013, Numar persoane, 2626
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2014, Numar persoane, 3644
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2015, Numar persoane, 3692
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2016, Numar persoane, 2563
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-EST, Anul 2017, Numar persoane, 2058
Cantine publice-numar mediu zilnic de beneficiari, Braila, Anul 1994, Numar persoane, 450
Cantine publice-numar mediu zilnic de beneficiari, Braila, Anul 1995, Numar persoane, 702
Cantine publice-numar mediu zilnic de beneficiari, Braila, Anul 1996, Numar persoane, 439
Cantine publice-numar mediu zilnic de beneficiari, Braila, Anul 1997, Numar persoane, 463
Cantine publice-numar mediu zilnic de beneficiari, Braila, Anul 1998, Numar persoane, 485
Cantine publice-numar mediu zilnic de beneficiari, Braila, Anul 1999, Numar persoane, 570
Cantine publice-numar mediu zilnic de beneficiari, Braila, Anul 2000, Numar persoane, 1207
Cantine publice-numar mediu zilnic de beneficiari, Braila, Anul 2001, Numar persoane, 1471
Cantine publice-numar mediu zilnic de beneficiari, Braila, Anul 2002, Numar persoane, 1685
Cantine publice-numar mediu zilnic de beneficiari, Braila, Anul 2003, Numar persoane, 2137
Cantine publice-numar mediu zilnic de beneficiari, Braila, Anul 2004, Numar persoane, 1895
Cantine publice-numar mediu zilnic de beneficiari, Braila, Anul 2005, Numar persoane, 1152
Cantine publice-numar mediu zilnic de beneficiari, Braila, Anul 2006, Numar persoane, 841
Cantine publice-numar mediu zilnic de beneficiari, Braila, Anul 2007, Numar persoane, 234
Cantine publice-numar mediu zilnic de beneficiari, Braila, Anul 2008, Numar persoane, 723
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 1994, Numar persoane, 1212
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 1995, Numar persoane, 1329
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 1996, Numar persoane, 1283
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 1997, Numar persoane, 1130
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 1998, Numar persoane, 1230
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 1999, Numar persoane, 1321
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2000, Numar persoane, 741
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2001, Numar persoane, 1347
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2002, Numar persoane, 945
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2003, Numar persoane, 1020
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2004, Numar persoane, 1033
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2005, Numar persoane, 974
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2006, Numar persoane, 884
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2007, Numar persoane, 903
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2008, Numar persoane, 934
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2009, Numar persoane, 681
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2010, Numar persoane, 735
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2011, Numar persoane, 273
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2012, Numar persoane, 390
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2013, Numar persoane, 594
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2014, Numar persoane, 793
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2015, Numar persoane, 304
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2016, Numar persoane, 434
Cantine publice-numar mediu zilnic de beneficiari, Buzau, Anul 2017, Numar persoane, 383
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 1994, Numar persoane, 859
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 1995, Numar persoane, 629
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 1996, Numar persoane, 713
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 1997, Numar persoane, 715
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 1998, Numar persoane, 612
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 1999, Numar persoane, 676
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2000, Numar persoane, 1034
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2001, Numar persoane, 1015
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2002, Numar persoane, 493
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2003, Numar persoane, 775
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2004, Numar persoane, 1067
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2005, Numar persoane, 1066
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2006, Numar persoane, 1193
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2007, Numar persoane, 1217
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2008, Numar persoane, 1281
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2009, Numar persoane, 1336
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2010, Numar persoane, 1453
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2011, Numar persoane, 1204
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2012, Numar persoane, 1375
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2013, Numar persoane, 1071
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2014, Numar persoane, 1355
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2015, Numar persoane, 1885
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2016, Numar persoane, 793
Cantine publice-numar mediu zilnic de beneficiari, Constanta, Anul 2017, Numar persoane, 519
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 1994, Numar persoane, 3071
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 1995, Numar persoane, 2030
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 1996, Numar persoane, 2014
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 1997, Numar persoane, 800
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 1998, Numar persoane, 1111
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 1999, Numar persoane, 1391
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2000, Numar persoane, 1477
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2001, Numar persoane, 1377
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2002, Numar persoane, 733
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2003, Numar persoane, 883
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2004, Numar persoane, 1052
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2005, Numar persoane, 1137
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2006, Numar persoane, 1020
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2007, Numar persoane, 912
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2008, Numar persoane, 915
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2009, Numar persoane, 989
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2010, Numar persoane, 1083
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2011, Numar persoane, 946
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2012, Numar persoane, 946
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2013, Numar persoane, 775
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2014, Numar persoane, 741
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2015, Numar persoane, 829
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2016, Numar persoane, 682
Cantine publice-numar mediu zilnic de beneficiari, Galati, Anul 2017, Numar persoane, 612
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 1994, Numar persoane, 250
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 1995, Numar persoane, 176
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 1998, Numar persoane, 181
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 1999, Numar persoane, 155
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2000, Numar persoane, 169
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2001, Numar persoane, 226
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2002, Numar persoane, 274
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2003, Numar persoane, 300
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2004, Numar persoane, 361
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2005, Numar persoane, 390
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2006, Numar persoane, 337
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2007, Numar persoane, 326
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2008, Numar persoane, 241
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2009, Numar persoane, 182
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2010, Numar persoane, 170
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2011, Numar persoane, 152
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2012, Numar persoane, 158
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2013, Numar persoane, 184
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2014, Numar persoane, 193
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2015, Numar persoane, 178
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2016, Numar persoane, 158
Cantine publice-numar mediu zilnic de beneficiari, Tulcea, Anul 2017, Numar persoane, 153
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 1994, Numar persoane, 1862
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 1995, Numar persoane, 1535
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 1996, Numar persoane, 442
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 1997, Numar persoane, 400
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 1998, Numar persoane, 395
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 1999, Numar persoane, 440
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2000, Numar persoane, 412
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2001, Numar persoane, 284
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2002, Numar persoane, 247
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2003, Numar persoane, 250
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2004, Numar persoane, 263
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2005, Numar persoane, 287
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2006, Numar persoane, 213
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2007, Numar persoane, 313
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2008, Numar persoane, 295
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2009, Numar persoane, 343
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2010, Numar persoane, 327
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2011, Numar persoane, 1
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2012, Numar persoane, 1
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2013, Numar persoane, 2
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2014, Numar persoane, 562
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2015, Numar persoane, 496
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2016, Numar persoane, 496
Cantine publice-numar mediu zilnic de beneficiari, Vrancea, Anul 2017, Numar persoane, 391
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 1994, Numar persoane, 8774
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 1995, Numar persoane, 8276
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 1996, Numar persoane, 6310
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 1997, Numar persoane, 6596
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 1998, Numar persoane, 8343
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 1999, Numar persoane, 8548
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2000, Numar persoane, 8948
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2001, Numar persoane, 9421
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2002, Numar persoane, 8530
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2003, Numar persoane, 8268
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2004, Numar persoane, 9244
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2005, Numar persoane, 2820
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2006, Numar persoane, 7766
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2007, Numar persoane, 6438
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2008, Numar persoane, 5317
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2009, Numar persoane, 5128
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2010, Numar persoane, 5169
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2011, Numar persoane, 5563
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2012, Numar persoane, 5027
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2013, Numar persoane, 5740
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2014, Numar persoane, 5112
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2015, Numar persoane, 5350
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2016, Numar persoane, 4426
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA TREI, Anul 2017, Numar persoane, 2786
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 1994, Numar persoane, 2424
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 1995, Numar persoane, 3076
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 1996, Numar persoane, 2299
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 1997, Numar persoane, 2016
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 1998, Numar persoane, 2648
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 1999, Numar persoane, 2710
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2000, Numar persoane, 3718
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2001, Numar persoane, 4794
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2002, Numar persoane, 2853
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2003, Numar persoane, 2402
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2004, Numar persoane, 2323
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2005, Numar persoane, 2490
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2006, Numar persoane, 2375
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2007, Numar persoane, 2541
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2008, Numar persoane, 2317
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2009, Numar persoane, 2282
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2010, Numar persoane, 2264
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2011, Numar persoane, 2595
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2012, Numar persoane, 2683
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2013, Numar persoane, 2787
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2014, Numar persoane, 3240
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2015, Numar persoane, 2997
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2016, Numar persoane, 2403
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-MUNTENIA, Anul 2017, Numar persoane, 1626
Cantine publice-numar mediu zilnic de beneficiari, Arges, Anul 2005, Numar persoane, 97
Cantine publice-numar mediu zilnic de beneficiari, Arges, Anul 2006, Numar persoane, 100
Cantine publice-numar mediu zilnic de beneficiari, Arges, Anul 2007, Numar persoane, 100
Cantine publice-numar mediu zilnic de beneficiari, Arges, Anul 2008, Numar persoane, 113
Cantine publice-numar mediu zilnic de beneficiari, Arges, Anul 2009, Numar persoane, 86
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 1994, Numar persoane, 466
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 1995, Numar persoane, 727
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 1996, Numar persoane, 661
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 1997, Numar persoane, 672
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 1998, Numar persoane, 620
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 1999, Numar persoane, 642
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2000, Numar persoane, 1067
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2001, Numar persoane, 2190
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2002, Numar persoane, 658
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2003, Numar persoane, 540
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2004, Numar persoane, 440
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2005, Numar persoane, 415
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2006, Numar persoane, 370
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2007, Numar persoane, 367
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2008, Numar persoane, 325
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2009, Numar persoane, 345
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2010, Numar persoane, 368
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2011, Numar persoane, 323
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2012, Numar persoane, 326
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2013, Numar persoane, 350
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2014, Numar persoane, 351
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2015, Numar persoane, 320
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2016, Numar persoane, 295
Cantine publice-numar mediu zilnic de beneficiari, Calarasi, Anul 2017, Numar persoane, 253
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 1994, Numar persoane, 313
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 1995, Numar persoane, 250
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 1996, Numar persoane, 260
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 1998, Numar persoane, 476
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 1999, Numar persoane, 498
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2000, Numar persoane, 609
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2001, Numar persoane, 625
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2002, Numar persoane, 522
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2003, Numar persoane, 570
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2004, Numar persoane, 515
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2005, Numar persoane, 510
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2006, Numar persoane, 441
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2007, Numar persoane, 450
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2008, Numar persoane, 299
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2009, Numar persoane, 414
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2010, Numar persoane, 514
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2011, Numar persoane, 521
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2012, Numar persoane, 550
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2013, Numar persoane, 652
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2014, Numar persoane, 690
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2015, Numar persoane, 694
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2016, Numar persoane, 644
Cantine publice-numar mediu zilnic de beneficiari, Dambovita, Anul 2017, Numar persoane, 527
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 1994, Numar persoane, 860
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 1995, Numar persoane, 900
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 1996, Numar persoane, 327
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 1997, Numar persoane, 310
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 1998, Numar persoane, 282
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 1999, Numar persoane, 282
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2000, Numar persoane, 500
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2001, Numar persoane, 488
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2002, Numar persoane, 361
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2003, Numar persoane, 238
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2004, Numar persoane, 240
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2005, Numar persoane, 246
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2006, Numar persoane, 370
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2007, Numar persoane, 397
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2008, Numar persoane, 333
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2009, Numar persoane, 160
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2010, Numar persoane, 85
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2011, Numar persoane, 78
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2012, Numar persoane, 78
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2013, Numar persoane, 77
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2014, Numar persoane, 293
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2015, Numar persoane, 224
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2016, Numar persoane, 16
Cantine publice-numar mediu zilnic de beneficiari, Giurgiu, Anul 2017, Numar persoane, 30
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 1994, Numar persoane, 200
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 1995, Numar persoane, 504
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 1996, Numar persoane, 380
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 1997, Numar persoane, 203
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 1998, Numar persoane, 193
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 1999, Numar persoane, 210
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 2000, Numar persoane, 172
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 2001, Numar persoane, 61
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 2002, Numar persoane, 54
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 2006, Numar persoane, 68
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 2007, Numar persoane, 85
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 2008, Numar persoane, 86
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 2009, Numar persoane, 66
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 2010, Numar persoane, 131
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 2011, Numar persoane, 105
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 2012, Numar persoane, 119
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 2013, Numar persoane, 119
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 2014, Numar persoane, 200
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 2015, Numar persoane, 200
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 2016, Numar persoane, 200
Cantine publice-numar mediu zilnic de beneficiari, Ialomita, Anul 2017, Numar persoane, 200
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 1994, Numar persoane, 270
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 1995, Numar persoane, 306
